UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
111896,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",181,"R",0,"R",181,"R",11,"R",6,"R",33,"R",18,"R",0,"R",181,"R",13,"R",12,"R",46,"R",25
111920,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",867,"R",0,"R",867,"R",91,"R",10,"R",282,"R",33,"R",0,"R",867,"R",75,"R",91,"R",357,"R",41
111939,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1186,"R",0,"R",1186,"R",87,"R",7,"R",276,"R",23,"R",0,"R",1186,"R",110,"R",161,"R",386,"R",33
111948,"R",1173,"R",0,"R",1173,"R",761,"R",65,"R",925,"R",79,"R",0,"R",1173,"R",19,"R",2,"R",944,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
111966,"R",2,"R",0,"R",2,"R",2,"R",100,"R",2,"R",100,"Z",0,"R",2,"R",0,"Z",0,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112075,"R",307,"R",0,"R",307,"R",150,"R",49,"R",165,"R",54,"R",0,"R",307,"R",2,"R",1,"R",167,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112084,"R",71,"R",0,"R",71,"R",31,"R",44,"R",37,"R",52,"R",0,"R",71,"R",0,"R",0,"R",37,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112172,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1221,"R",0,"R",1221,"R",206,"R",17,"R",470,"R",38,"R",0,"R",1221,"R",114,"R",77,"R",584,"R",48
112181,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",15,"R",19,"R",71,"R",89,"Z",0,"R",80,"R",0,"Z",0,"R",71,"R",89
112190,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1041,"R",0,"R",1041,"R",140,"R",13,"R",338,"R",32,"R",0,"R",1041,"R",81,"R",109,"R",419,"R",40
112260,"R",314,"R",1,"R",313,"R",270,"R",86,"R",292,"R",93,"Z",0,"R",313,"R",1,"Z",0,"R",293,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112288,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",458,"R",0,"R",458,"R",91,"R",20,"R",346,"R",76,"Z",0,"R",458,"R",0,"Z",0,"R",346,"R",76
112367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",486,"R",0,"R",486,"R",241,"R",50,"R",245,"R",50,"Z",0,"R",486,"R",0,"Z",0,"R",245,"R",50
112385,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",209,"R",0,"R",209,"R",18,"R",9,"R",40,"R",19,"R",0,"R",209,"R",7,"R",10,"R",47,"R",22
112394,"R",29,"R",1,"R",28,"R",5,"R",18,"R",4,"R",14,"R",0,"R",28,"R",0,"R",0,"R",4,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",2,"R",17,"R",7,"R",58,"Z",0,"R",12,"R",0,"Z",0,"R",7,"R",58
112561,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",190,"R",0,"R",190,"R",12,"R",6,"R",44,"R",23,"R",0,"R",190,"R",9,"R",13,"R",53,"R",28
112570,"R",58,"R",0,"R",58,"R",26,"R",45,"R",32,"R",55,"R",0,"R",58,"R",0,"R",0,"R",32,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112686,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",463,"R",0,"R",463,"R",12,"R",3,"R",84,"R",18,"R",0,"R",463,"R",37,"R",44,"R",121,"R",26
112826,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",272,"R",0,"R",272,"R",19,"R",7,"R",67,"R",25,"R",0,"R",272,"R",20,"R",27,"R",87,"R",32
113096,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",802,"R",0,"R",802,"R",59,"R",7,"R",192,"R",24,"R",0,"R",802,"R",74,"R",101,"R",266,"R",33
113111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",549,"R",0,"R",549,"R",48,"R",9,"R",160,"R",29,"R",0,"R",549,"R",41,"R",56,"R",201,"R",37
113193,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",829,"R",0,"R",829,"R",92,"R",11,"R",271,"R",33,"R",0,"R",829,"R",72,"R",61,"R",343,"R",41
113218,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",537,"R",0,"R",537,"R",35,"R",7,"R",140,"R",26,"R",0,"R",537,"R",63,"R",46,"R",203,"R",38
113333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2605,"R",0,"R",2605,"R",1228,"R",47,"R",1625,"R",62,"R",0,"R",2605,"R",109,"R",81,"R",1734,"R",67
113449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",116,"R",0,"R",116,"R",14,"R",12,"R",69,"R",59,"R",0,"R",116,"R",2,"Z",0,"R",71,"R",61
113573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",784,"R",0,"R",784,"R",56,"R",7,"R",207,"R",26,"R",0,"R",784,"R",65,"R",86,"R",272,"R",35
113582,"R",8,"R",0,"R",8,"R",2,"R",25,"R",2,"R",25,"Z",0,"R",8,"R",1,"R",0,"R",3,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
113634,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1354,"R",0,"R",1354,"R",318,"R",23,"R",606,"R",45,"R",0,"R",1354,"R",100,"R",97,"R",706,"R",52
113698,"R",338,"R",0,"R",338,"R",192,"R",57,"R",243,"R",72,"R",0,"R",338,"R",3,"R",0,"R",246,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
113856,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1602,"R",0,"R",1602,"R",248,"R",15,"R",498,"R",31,"R",0,"R",1602,"R",109,"R",199,"R",607,"R",38
113980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2303,"R",0,"R",2303,"R",201,"R",9,"R",731,"R",32,"R",0,"R",2303,"R",250,"R",228,"R",981,"R",43
114044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",196,"R",0,"R",196,"R",131,"R",67,"R",133,"R",68,"Z",0,"R",196,"R",0,"Z",0,"R",133,"R",68
114266,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",556,"R",0,"R",556,"R",54,"R",10,"R",180,"R",32,"R",0,"R",556,"R",65,"R",53,"R",245,"R",44
114460,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",9,"R",11,"R",57,"R",71,"Z",0,"R",80,"R",0,"Z",0,"R",57,"R",71
114637,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",2,"R",100,"Z",0,"R",2,"R",0,"Z",0,"R",2,"R",100
114761,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",6,"R",17,"R",24,"R",69,"R",0,"R",35,"R",1,"R",0,"R",25,"R",71
114789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1924,"R",0,"R",1924,"R",119,"R",6,"R",338,"R",18,"R",0,"R",1924,"R",130,"R",221,"R",468,"R",24
114813,"R",220,"R",0,"R",220,"R",107,"R",49,"R",136,"R",62,"R",0,"R",220,"R",12,"R",0,"R",148,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2114,"R",0,"R",2114,"R",179,"R",8,"R",608,"R",29,"R",0,"R",2114,"R",229,"R",206,"R",837,"R",40
114938,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",457,"R",0,"R",457,"R",38,"R",8,"R",132,"R",29,"R",0,"R",457,"R",42,"R",49,"R",174,"R",38
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",183,"R",0,"R",183,"R",159,"R",87,"R",164,"R",90,"Z",0,"R",183,"R",0,"Z",0,"R",164,"R",90
115001,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1351,"R",0,"R",1351,"R",114,"R",8,"R",388,"R",29,"R",0,"R",1351,"R",102,"R",125,"R",490,"R",36
115010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",289,"R",0,"R",289,"R",117,"R",40,"R",191,"R",66,"R",0,"R",289,"R",0,"R",0,"R",191,"R",66
115126,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1216,"R",0,"R",1216,"R",136,"R",11,"R",417,"R",34,"R",0,"R",1216,"R",118,"R",85,"R",535,"R",44
