UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
431284,"R",19,"R",0,"R",19,"R",6,"R",17,"R",0,"R",0,"R",2,"R",7,"Z",0,"R",7,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",12
431558,"R",211,"R",0,"R",211,"R",102,"R",102,"R",0,"R",66,"R",43,"R",99,"Z",0,"R",99,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",112,"Z",0,"R",112,"R",72
431628,"R",23,"R",0,"R",23,"R",14,"R",14,"R",6,"R",0,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",23,"Z",0,"R",23,"R",14
431716,"R",337,"R",0,"R",337,"R",263,"R",263,"R",0,"R",0,"R",74,"R",109,"Z",0,"R",109,"R",109,"R",86,"Z",0,"R",86,"R",86,"R",142,"Z",0,"R",142,"R",68
431770,"R",19,"R",0,"R",19,"R",16,"R",18,"R",0,"R",0,"R",1,"R",11,"Z",0,"R",11,"R",11,"R",3,"Z",0,"R",3,"R",3,"R",5,"Z",0,"R",5,"R",4
431956,"R",138,"Z",0,"R",138,"R",35,"R",88,"Z",0,"Z",0,"R",50,"R",134,"Z",0,"R",134,"R",85,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",3
431965,"R",121,"R",0,"R",121,"R",65,"R",67,"R",0,"R",0,"R",54,"R",121,"Z",0,"R",121,"R",67,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
432074,"R",22,"R",0,"R",22,"R",13,"R",13,"R",0,"R",2,"R",7,"R",22,"Z",0,"R",22,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
432117,"R",19,"R",0,"R",19,"R",9,"R",9,"R",0,"R",0,"R",10,"R",17,"Z",0,"R",17,"R",9,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",0
432269,"R",76,"Z",0,"R",76,"R",39,"R",62,"Z",0,"Z",0,"R",14,"R",75,"Z",0,"R",75,"R",61,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
433040,"R",37,"R",0,"R",37,"R",32,"R",32,"R",0,"R",0,"R",5,"R",20,"Z",0,"R",20,"R",19,"R",12,"Z",0,"R",12,"R",11,"R",5,"Z",0,"R",5,"R",2
433101,"R",522,"R",0,"R",522,"R",132,"R",365,"Z",0,"R",0,"R",157,"R",415,"Z",0,"R",415,"R",276,"R",72,"Z",0,"R",72,"R",63,"R",35,"Z",0,"R",35,"R",26
433138,"R",177,"R",0,"R",177,"R",109,"R",109,"R",0,"R",0,"R",68,"R",75,"Z",0,"R",75,"R",62,"R",12,"Z",0,"R",12,"R",10,"R",90,"Z",0,"R",90,"R",37
433970,"R",108,"R",0,"R",108,"R",9,"R",80,"R",2,"R",0,"R",26,"R",60,"Z",0,"R",60,"R",52,"R",6,"Z",0,"R",6,"R",6,"R",42,"Z",0,"R",42,"R",22
434274,"R",17,"R",0,"R",17,"R",1,"R",13,"R",1,"R",1,"R",2,"R",17,"Z",0,"R",17,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
434283,"R",63,"R",0,"R",63,"R",45,"R",46,"R",0,"R",17,"R",0,"R",57,"Z",0,"R",57,"R",40,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6
434308,"R",406,"R",0,"R",406,"R",281,"R",320,"R",0,"R",0,"R",86,"R",316,"Z",0,"R",316,"R",307,"R",9,"Z",0,"R",9,"R",5,"R",81,"Z",0,"R",81,"R",8
434344,"R",112,"R",0,"R",112,"R",2,"R",101,"R",1,"R",0,"R",10,"R",68,"Z",0,"R",68,"R",60,"R",22,"Z",0,"R",22,"R",21,"R",22,"Z",0,"R",22,"R",20
434362,"R",28,"R",0,"R",28,"R",17,"R",17,"R",0,"R",0,"R",11,"R",16,"Z",0,"R",16,"R",8,"R",8,"Z",0,"R",8,"R",6,"R",4,"Z",0,"R",4,"R",3
434469,"R",94,"R",0,"R",94,"R",94,"R",94,"R",0,"R",0,"R",0,"R",94,"Z",0,"R",94,"R",94,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
434496,"R",58,"R",0,"R",58,"R",20,"R",41,"R",0,"R",0,"R",17,"R",32,"Z",0,"R",32,"R",32,"R",2,"Z",0,"R",2,"R",2,"R",24,"Z",0,"R",24,"R",7
434520,"R",354,"R",0,"R",354,"R",130,"R",180,"R",6,"R",0,"R",168,"R",257,"Z",0,"R",257,"R",127,"R",21,"Z",0,"R",21,"R",12,"R",76,"Z",0,"R",76,"R",41
436003,"R",63,"R",0,"R",63,"R",18,"R",33,"R",0,"R",0,"R",30,"R",55,"Z",0,"R",55,"R",30,"R",3,"Z",0,"R",3,"R",2,"R",5,"Z",0,"R",5,"R",1
436030,"R",70,"R",0,"R",70,"R",18,"R",35,"R",1,"R",2,"R",32,"R",59,"Z",0,"R",59,"R",29,"R",11,"Z",0,"R",11,"R",6,"R",0,"Z",0,"R",0,"R",0
436553,"R",11,"R",0,"R",11,"R",8,"R",8,"R",0,"R",3,"R",0,"R",11,"Z",0,"R",11,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
436641,"R",63,"Z",0,"R",63,"R",12,"R",36,"Z",0,"Z",0,"R",27,"R",58,"Z",0,"R",58,"R",32,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",3
436650,"R",85,"R",0,"R",85,"R",60,"R",60,"R",0,"R",0,"R",25,"R",70,"Z",0,"R",70,"R",46,"R",7,"Z",0,"R",7,"R",7,"R",8,"Z",0,"R",8,"R",7
436775,"R",103,"Z",0,"R",103,"R",16,"R",74,"Z",0,"Z",0,"R",29,"R",63,"Z",0,"R",63,"R",42,"R",13,"Z",0,"R",13,"R",13,"R",27,"Z",0,"R",27,"R",19
437556,"R",486,"R",0,"R",486,"R",318,"R",325,"R",1,"R",0,"R",160,"R",401,"Z",0,"R",401,"R",265,"R",60,"Z",0,"R",60,"R",40,"R",25,"Z",0,"R",25,"R",20
437608,"R",154,"R",0,"R",154,"R",56,"R",81,"R",3,"R",14,"R",56,"R",140,"Z",0,"R",140,"R",72,"R",0,"Z",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",9
437778,"R",354,"R",1,"R",353,"R",72,"R",142,"R",0,"R",1,"R",210,"R",266,"R",1,"R",265,"R",98,"R",20,"R",0,"R",20,"R",16,"R",68,"R",0,"R",68,"R",28
437857,"R",34,"R",0,"R",34,"R",27,"R",29,"R",0,"R",0,"R",5,"R",18,"Z",0,"R",18,"R",15,"R",11,"Z",0,"R",11,"R",11,"R",5,"Z",0,"R",5,"R",3
438337,"R",268,"R",0,"R",268,"R",30,"R",174,"R",0,"R",0,"R",94,"R",260,"Z",0,"R",260,"R",174,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",0
438674,"R",10,"R",0,"R",10,"R",7,"R",8,"R",0,"R",0,"R",2,"R",10,"Z",0,"R",10,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
438805,"R",667,"R",2,"R",665,"R",273,"R",379,"R",5,"R",0,"R",281,"R",549,"R",2,"R",547,"R",342,"R",9,"R",0,"R",9,"R",7,"R",109,"R",0,"R",109,"R",30
438984,"R",36,"R",0,"R",36,"R",18,"R",19,"Z",0,"R",10,"R",7,"R",36,"Z",0,"R",36,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
439455,"R",8,"Z",0,"R",8,"R",0,"R",0,"Z",0,"R",2,"R",6,"R",7,"Z",0,"R",7,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0
439473,"R",187,"R",0,"R",187,"R",85,"R",98,"R",2,"Z",0,"R",87,"R",98,"Z",0,"R",98,"R",80,"R",75,"Z",0,"R",75,"R",18,"R",14,"Z",0,"R",14,"R",0
439507,"R",153,"R",0,"R",153,"R",19,"R",111,"R",0,"R",19,"R",23,"R",104,"Z",0,"R",104,"R",87,"R",49,"Z",0,"R",49,"R",24,"R",0,"Z",0,"R",0,"R",0
439622,"R",60,"Z",0,"R",60,"R",55,"R",57,"R",0,"R",0,"R",3,"R",41,"Z",0,"R",41,"R",40,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",17
439668,"R",262,"R",0,"R",262,"R",63,"R",206,"R",0,"R",1,"R",55,"R",55,"Z",0,"R",55,"R",55,"R",17,"Z",0,"R",17,"R",17,"R",190,"Z",0,"R",190,"R",134
439686,"R",387,"Z",0,"R",387,"R",352,"R",352,"Z",0,"Z",0,"R",35,"R",386,"Z",0,"R",386,"R",352,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0
439747,"R",71,"R",0,"R",71,"R",34,"R",57,"R",0,"R",0,"R",14,"R",20,"Z",0,"R",20,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",51,"Z",0,"R",51,"R",41
439774,"P",52,"P",0,"P",52,"P",30,"P",50,"P",0,"P",0,"P",2,"P",48,"P",0,"P",48,"P",48,"P",1,"P",0,"P",1,"P",1,"P",3,"P",0,"P",3,"P",1
439844,"R",20,"R",0,"R",20,"R",12,"R",20,"R",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",3,"R",12,"Z",0,"R",12,"R",12
439905,"R",78,"R",0,"R",78,"R",43,"R",61,"R",0,"R",1,"R",16,"R",69,"Z",0,"R",69,"R",55,"R",5,"Z",0,"R",5,"R",4,"R",4,"Z",0,"R",4,"R",2
439932,"R",21,"R",0,"R",21,"R",16,"R",16,"Z",0,"Z",0,"R",5,"R",21,"Z",0,"R",21,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
439996,"R",112,"R",1,"R",111,"R",31,"R",68,"R",0,"R",2,"R",41,"R",75,"R",0,"R",75,"R",42,"R",13,"R",0,"R",13,"R",8,"R",24,"R",1,"R",23,"R",18
440101,"R",44,"R",0,"R",44,"R",0,"R",29,"R",0,"R",0,"R",15,"R",38,"Z",0,"R",38,"R",25,"R",3,"Z",0,"R",3,"R",3,"R",3,"Z",0,"R",3,"R",1
440217,"R",18,"R",0,"R",18,"R",14,"R",14,"R",0,"R",0,"R",4,"R",14,"Z",0,"R",14,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",0
440226,"R",56,"R",0,"R",56,"R",28,"R",32,"R",0,"R",10,"R",14,"R",41,"Z",0,"R",41,"R",22,"R",14,"Z",0,"R",14,"R",9,"R",1,"Z",0,"R",1,"R",1
440730,"R",155,"R",0,"R",155,"R",123,"R",123,"R",0,"R",0,"R",32,"R",115,"Z",0,"R",115,"R",115,"R",20,"Z",0,"R",20,"R",8,"R",20,"Z",0,"R",20,"R",0
440855,"R",147,"Z",0,"R",147,"R",9,"R",97,"R",0,"R",0,"R",50,"R",126,"Z",0,"R",126,"R",86,"R",8,"Z",0,"R",8,"R",6,"R",13,"Z",0,"R",13,"R",5
440989,"R",168,"R",0,"R",168,"R",8,"R",45,"R",0,"R",2,"R",121,"R",150,"Z",0,"R",150,"R",40,"R",2,"Z",0,"R",2,"R",0,"R",16,"Z",0,"R",16,"R",5
441210,"R",54,"R",0,"R",54,"R",39,"R",39,"R",0,"R",0,"R",15,"R",40,"Z",0,"R",40,"R",35,"R",4,"Z",0,"R",4,"R",4,"R",10,"Z",0,"R",10,"R",0
441256,"R",76,"R",0,"R",76,"R",34,"R",63,"R",0,"R",0,"R",13,"R",69,"Z",0,"R",69,"R",56,"R",7,"Z",0,"R",7,"R",7,"R",0,"Z",0,"R",0,"R",0
441362,"R",382,"R",2,"R",380,"R",13,"R",248,"R",3,"R",0,"R",129,"R",243,"R",0,"R",243,"R",207,"R",13,"R",0,"R",13,"R",10,"R",126,"R",2,"R",124,"R",31
441380,"R",98,"R",1,"R",97,"R",5,"R",38,"R",0,"R",0,"R",59,"R",66,"R",1,"R",65,"R",23,"R",6,"R",0,"R",6,"R",4,"R",26,"R",0,"R",26,"R",11
441414,"R",35,"R",0,"R",35,"R",3,"R",16,"R",1,"R",9,"R",9,"R",7,"Z",0,"R",7,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",28,"Z",0,"R",28,"R",13
441548,"R",113,"R",0,"R",113,"R",95,"R",104,"R",0,"R",0,"R",9,"R",53,"Z",0,"R",53,"R",49,"R",25,"Z",0,"R",25,"R",25,"R",35,"Z",0,"R",35,"R",30
441575,"R",490,"R",0,"R",490,"R",345,"R",376,"R",0,"R",0,"R",114,"R",483,"Z",0,"R",483,"R",376,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",0
441593,"R",9,"R",0,"R",9,"R",3,"R",3,"R",0,"R",0,"R",6,"R",9,"Z",0,"R",9,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
441618,"R",5,"R",0,"R",5,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
441663,"R",236,"R",4,"R",232,"R",131,"R",174,"R",0,"R",1,"R",57,"R",155,"R",4,"R",151,"R",106,"R",28,"R",0,"R",28,"R",26,"R",53,"R",0,"R",53,"R",42
441672,"R",36,"R",0,"R",36,"R",34,"R",34,"R",0,"R",1,"R",1,"R",34,"Z",0,"R",34,"R",34,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
441706,"R",95,"R",0,"R",95,"R",83,"R",83,"R",0,"R",0,"R",12,"R",91,"Z",0,"R",91,"R",83,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",0
441830,"R",34,"R",0,"R",34,"R",24,"R",28,"R",0,"R",0,"R",6,"R",28,"Z",0,"R",28,"R",22,"R",6,"Z",0,"R",6,"R",6,"R",0,"Z",0,"R",0,"R",0
441876,"R",46,"R",0,"R",46,"R",36,"R",36,"R",1,"R",0,"R",9,"R",30,"Z",0,"R",30,"R",21,"R",9,"Z",0,"R",9,"R",9,"R",7,"Z",0,"R",7,"R",6
442073,"R",494,"R",0,"R",494,"R",109,"R",300,"Z",0,"R",3,"R",191,"R",353,"Z",0,"R",353,"R",209,"R",68,"Z",0,"R",68,"R",50,"R",73,"Z",0,"R",73,"R",41
442240,"R",65,"R",0,"R",65,"R",46,"R",51,"R",0,"R",0,"R",14,"R",34,"Z",0,"R",34,"R",26,"R",14,"Z",0,"R",14,"R",11,"R",17,"Z",0,"R",17,"R",14
442329,"R",1084,"R",2,"R",1082,"R",603,"R",756,"R",0,"R",0,"R",326,"R",565,"R",2,"R",563,"R",380,"R",127,"R",0,"R",127,"R",107,"R",392,"R",0,"R",392,"R",269
442657,"R",255,"Z",0,"R",255,"R",64,"R",165,"R",0,"R",0,"R",90,"R",200,"Z",0,"R",200,"R",134,"R",4,"Z",0,"R",4,"R",4,"R",51,"Z",0,"R",51,"R",27
442815,"R",379,"R",0,"R",379,"R",71,"R",224,"R",15,"R",0,"R",140,"R",258,"Z",0,"R",258,"R",154,"R",21,"Z",0,"R",21,"R",16,"R",100,"Z",0,"R",100,"R",54
442976,"R",118,"R",0,"R",118,"R",47,"R",47,"R",0,"R",0,"R",71,"R",38,"Z",0,"R",38,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",80,"Z",0,"R",80,"R",31
442985,"R",84,"R",0,"R",84,"R",82,"R",82,"R",0,"Z",0,"R",2,"R",79,"Z",0,"R",79,"R",79,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"R",1
443021,"R",99,"R",0,"R",99,"R",12,"R",87,"R",0,"R",0,"R",12,"R",99,"Z",0,"R",99,"R",87,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
443100,"R",160,"R",0,"R",160,"R",1,"R",135,"R",1,"R",1,"R",23,"R",160,"Z",0,"R",160,"R",135,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
443137,"R",169,"R",0,"R",169,"R",100,"R",103,"R",0,"R",0,"R",66,"R",137,"Z",0,"R",137,"R",83,"R",19,"Z",0,"R",19,"R",15,"R",13,"Z",0,"R",13,"R",5
443146,"R",122,"R",0,"R",122,"R",33,"R",86,"R",15,"R",0,"R",21,"R",122,"Z",0,"R",122,"R",86,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
443173,"R",6,"R",0,"R",6,"R",0,"R",1,"R",0,"R",0,"R",5,"R",5,"Z",0,"R",5,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
443207,"R",305,"R",0,"R",305,"R",271,"R",288,"R",0,"R",0,"R",17,"R",263,"Z",0,"R",263,"R",253,"R",29,"Z",0,"R",29,"R",23,"R",13,"Z",0,"R",13,"R",12
443216,"R",46,"R",0,"R",46,"R",28,"R",28,"R",0,"R",0,"R",18,"R",37,"Z",0,"R",37,"R",22,"R",1,"Z",0,"R",1,"R",0,"R",8,"Z",0,"R",8,"R",6
443225,"R",24,"R",0,"R",24,"R",12,"R",12,"R",0,"R",0,"R",12,"R",19,"Z",0,"R",19,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",2
443234,"R",131,"R",5,"R",126,"R",60,"R",65,"R",2,"R",8,"R",51,"R",121,"R",5,"R",116,"R",60,"R",5,"R",0,"R",5,"R",2,"R",5,"R",0,"R",5,"R",3
443252,"R",803,"R",0,"R",803,"R",662,"R",662,"R",0,"R",0,"R",141,"R",715,"Z",0,"R",715,"R",622,"R",0,"Z",0,"R",0,"R",0,"R",88,"Z",0,"R",88,"R",40
443298,"R",43,"R",0,"R",43,"R",2,"R",32,"Z",0,"Z",0,"R",11,"R",23,"Z",0,"R",23,"R",12,"R",20,"Z",0,"R",20,"R",20,"R",0,"Z",0,"R",0,"R",0
443322,"R",156,"R",0,"R",156,"R",73,"R",115,"R",0,"R",0,"R",41,"R",100,"Z",0,"R",100,"R",80,"R",56,"Z",0,"R",56,"R",35,"R",0,"Z",0,"R",0,"R",0
443483,"R",19,"Z",0,"R",19,"R",13,"R",15,"R",0,"R",0,"R",4,"R",6,"Z",0,"R",6,"R",5,"R",9,"Z",0,"R",9,"R",9,"R",4,"Z",0,"R",4,"R",1
443632,"R",111,"R",0,"R",111,"R",62,"R",70,"R",0,"R",0,"R",41,"R",62,"Z",0,"R",62,"R",37,"R",49,"Z",0,"R",49,"R",33,"R",0,"Z",0,"R",0,"R",0
443641,"R",29,"R",0,"R",29,"R",24,"R",24,"R",0,"R",0,"R",5,"R",20,"Z",0,"R",20,"R",15,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",4
443669,"R",387,"Z",0,"R",387,"R",102,"R",276,"Z",0,"R",0,"R",111,"R",235,"Z",0,"R",235,"R",160,"R",23,"Z",0,"R",23,"R",17,"R",129,"Z",0,"R",129,"R",99
443678,"R",37,"R",0,"R",37,"R",0,"R",24,"R",0,"R",0,"R",13,"R",23,"Z",0,"R",23,"R",16,"R",3,"Z",0,"R",3,"R",3,"R",11,"Z",0,"R",11,"R",5
443951,"R",35,"R",0,"R",35,"R",24,"R",24,"R",0,"R",0,"R",11,"R",33,"Z",0,"R",33,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
443979,"R",34,"R",0,"R",34,"R",13,"R",28,"R",0,"Z",0,"R",6,"R",16,"Z",0,"R",16,"R",13,"R",4,"Z",0,"R",4,"R",4,"R",14,"Z",0,"R",14,"R",11
444194,"R",14,"R",0,"R",14,"R",7,"R",7,"R",0,"R",0,"R",7,"R",13,"Z",0,"R",13,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
444200,"R",471,"R",2,"R",469,"R",13,"R",348,"R",3,"R",0,"R",118,"R",390,"R",0,"R",390,"R",306,"R",13,"R",0,"R",13,"R",10,"R",68,"R",2,"R",66,"R",32
444228,"R",12,"R",0,"R",12,"R",0,"R",9,"R",0,"R",1,"R",2,"R",9,"Z",0,"R",9,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",0
444264,"R",172,"R",0,"R",172,"R",13,"R",85,"R",6,"R",15,"R",66,"R",172,"Z",0,"R",172,"R",85,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444282,"R",25,"R",0,"R",25,"R",0,"R",11,"R",0,"R",0,"R",14,"R",20,"Z",0,"R",20,"R",8,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",0
444291,"R",36,"R",0,"R",36,"R",0,"R",10,"R",0,"R",0,"R",26,"R",31,"Z",0,"R",31,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",0
444307,"R",36,"R",0,"R",36,"R",0,"R",20,"R",0,"R",0,"R",16,"R",33,"Z",0,"R",33,"R",19,"R",2,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",1,"R",0
444370,"R",80,"R",0,"R",80,"R",23,"R",65,"R",0,"R",0,"R",15,"R",68,"Z",0,"R",68,"R",54,"R",8,"Z",0,"R",8,"R",7,"R",4,"Z",0,"R",4,"R",4
444404,"R",38,"R",1,"R",37,"R",17,"R",28,"R",0,"R",6,"R",3,"R",35,"R",1,"R",34,"R",25,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",3
444440,"R",45,"R",0,"R",45,"R",9,"R",12,"R",0,"R",27,"R",6,"R",21,"Z",0,"R",21,"R",9,"R",5,"Z",0,"R",5,"R",3,"R",19,"Z",0,"R",19,"R",0
444468,"R",7,"R",0,"R",7,"R",5,"R",5,"Z",0,"Z",0,"R",2,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0
444486,"R",85,"R",0,"R",85,"R",37,"R",44,"R",0,"R",0,"R",41,"R",63,"Z",0,"R",63,"R",31,"R",9,"Z",0,"R",9,"R",6,"R",13,"Z",0,"R",13,"R",7
444510,"R",73,"R",0,"R",73,"R",44,"R",53,"R",0,"R",0,"R",20,"R",70,"Z",0,"R",70,"R",51,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",1
444529,"R",163,"R",0,"R",163,"R",144,"R",149,"R",1,"R",3,"R",10,"R",107,"Z",0,"R",107,"R",97,"R",3,"Z",0,"R",3,"R",3,"R",53,"Z",0,"R",53,"R",49
444583,"R",493,"R",0,"R",493,"R",160,"R",422,"R",0,"R",2,"R",69,"R",414,"Z",0,"R",414,"R",400,"R",14,"Z",0,"R",14,"R",12,"R",65,"Z",0,"R",65,"R",10
444592,"R",128,"R",0,"R",128,"R",42,"R",71,"R",1,"R",31,"R",25,"R",119,"Z",0,"R",119,"R",62,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",9
444644,"R",31,"R",0,"R",31,"R",30,"R",30,"R",1,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",14,"R",11,"Z",0,"R",11,"R",11,"R",6,"Z",0,"R",6,"R",5
444662,"R",37,"R",2,"R",35,"R",4,"R",14,"R",0,"R",1,"R",20,"R",36,"R",2,"R",34,"R",13,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
444671,"R",88,"R",0,"R",88,"R",68,"R",68,"R",0,"R",0,"R",20,"R",88,"Z",0,"R",88,"R",68,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444680,"R",198,"R",0,"R",198,"R",5,"R",73,"R",29,"R",0,"R",96,"R",198,"Z",0,"R",198,"R",73,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444732,"R",112,"R",0,"R",112,"R",5,"R",36,"R",0,"R",59,"R",17,"R",112,"Z",0,"R",112,"R",36,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444796,"R",210,"R",0,"R",210,"R",82,"R",128,"R",0,"R",0,"R",82,"R",210,"Z",0,"R",210,"R",128,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
444811,"R",168,"R",0,"R",168,"R",46,"R",46,"R",0,"Z",0,"R",122,"R",153,"Z",0,"R",153,"R",46,"R",0,"Z",0,"R",0,"R",0,"R",15,"Z",0,"R",15,"R",0
444857,"R",11,"R",0,"R",11,"R",10,"R",10,"R",0,"Z",0,"R",1,"R",5,"Z",0,"R",5,"R",4,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",4
444893,"R",742,"R",0,"R",742,"R",446,"R",498,"R",0,"R",0,"R",244,"R",731,"Z",0,"R",731,"R",497,"R",9,"Z",0,"R",9,"R",1,"R",2,"Z",0,"R",2,"R",0
444936,"R",18,"Z",0,"R",18,"R",4,"R",10,"Z",0,"Z",0,"R",8,"R",16,"Z",0,"R",16,"R",9,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",1
444945,"R",431,"R",0,"R",431,"R",239,"R",296,"R",0,"R",11,"R",124,"R",339,"Z",0,"R",339,"R",235,"R",92,"Z",0,"R",92,"R",61,"R",0,"Z",0,"R",0,"R",0
445212,"R",85,"R",0,"R",85,"R",59,"R",64,"R",0,"R",0,"R",21,"R",56,"Z",0,"R",56,"R",44,"R",15,"Z",0,"R",15,"R",13,"R",14,"Z",0,"R",14,"R",7
445258,"R",235,"R",1,"R",234,"R",20,"R",115,"R",5,"R",0,"R",114,"R",200,"R",0,"R",200,"R",98,"R",7,"R",1,"R",6,"R",3,"R",28,"R",0,"R",28,"R",14
445498,"R",11,"R",0,"R",11,"R",9,"R",9,"R",0,"R",0,"R",2,"R",11,"Z",0,"R",11,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
445540,"R",59,"R",0,"R",59,"R",8,"R",36,"R",0,"R",8,"R",15,"R",47,"Z",0,"R",47,"R",27,"R",7,"Z",0,"R",7,"R",7,"R",5,"Z",0,"R",5,"R",2
445577,"R",229,"R",0,"R",229,"R",19,"R",92,"R",7,"R",0,"R",130,"R",154,"Z",0,"R",154,"R",62,"R",11,"Z",0,"R",11,"R",3,"R",64,"Z",0,"R",64,"R",27
445638,"R",7,"R",0,"R",7,"R",3,"R",6,"R",0,"R",0,"R",1,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
445647,"R",24,"R",0,"R",24,"R",13,"R",21,"R",0,"R",0,"R",3,"R",15,"Z",0,"R",15,"R",13,"R",4,"Z",0,"R",4,"R",4,"R",5,"Z",0,"R",5,"R",4
445656,"R",40,"R",0,"R",40,"R",23,"R",34,"R",0,"R",0,"R",6,"R",31,"Z",0,"R",31,"R",25,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",4
