UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
212355,"R",59,"R",0,"R",59,"R",1,"R",39,"R",0,"R",1,"R",19,"R",41,"Z",0,"R",41,"R",26,"R",8,"Z",0,"R",8,"R",6,"R",10,"Z",0,"R",10,"R",7
212373,"R",12,"R",0,"R",12,"R",0,"R",9,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",4,"R",3,"Z",0,"R",3,"R",2,"R",3,"Z",0,"R",3,"R",3
212382,"R",34,"R",0,"R",34,"R",0,"R",20,"R",0,"R",0,"R",14,"R",29,"Z",0,"R",29,"R",17,"R",3,"Z",0,"R",3,"R",2,"R",2,"Z",0,"R",2,"R",1
212391,"R",38,"R",0,"R",38,"R",0,"R",29,"R",0,"R",0,"R",9,"R",28,"Z",0,"R",28,"R",22,"R",5,"Z",0,"R",5,"R",4,"R",5,"Z",0,"R",5,"R",3
212753,"R",54,"R",0,"R",54,"R",0,"R",31,"R",0,"R",0,"R",23,"R",45,"Z",0,"R",45,"R",26,"R",2,"Z",0,"R",2,"R",2,"R",7,"Z",0,"R",7,"R",3
213215,"R",121,"R",0,"R",121,"R",3,"R",71,"R",0,"R",0,"R",50,"R",83,"Z",0,"R",83,"R",40,"R",5,"Z",0,"R",5,"R",4,"R",33,"Z",0,"R",33,"R",27
213330,"R",9,"R",0,"R",9,"R",7,"R",7,"R",0,"R",0,"R",2,"R",7,"Z",0,"R",7,"R",7,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
213455,"R",81,"R",0,"R",81,"R",59,"R",65,"R",0,"R",0,"R",16,"R",24,"Z",0,"R",24,"R",24,"R",29,"Z",0,"R",29,"R",29,"R",28,"Z",0,"R",28,"R",12
213491,"R",7,"R",0,"R",7,"R",1,"R",6,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",4
213552,"R",45,"R",0,"R",45,"R",37,"R",39,"R",0,"R",2,"R",4,"R",38,"Z",0,"R",38,"R",37,"R",3,"Z",0,"R",3,"R",0,"R",4,"Z",0,"R",4,"R",2
214476,"R",5,"Z",0,"R",5,"R",4,"R",4,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0
215044,"R",54,"Z",0,"R",54,"R",36,"R",43,"R",0,"R",0,"R",11,"R",21,"Z",0,"R",21,"R",19,"R",28,"Z",0,"R",28,"R",21,"R",5,"Z",0,"R",5,"R",3
215336,"R",16,"R",0,"R",16,"R",1,"R",14,"R",0,"R",1,"R",1,"R",15,"Z",0,"R",15,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
215530,"R",11,"R",0,"R",11,"R",7,"R",7,"R",0,"R",0,"R",4,"R",9,"Z",0,"R",9,"R",6,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",1
215886,"R",76,"R",0,"R",76,"R",65,"R",65,"R",11,"R",0,"R",0,"R",37,"Z",0,"R",37,"R",33,"R",14,"Z",0,"R",14,"R",13,"R",25,"Z",0,"R",25,"R",19
215983,"R",24,"R",0,"R",24,"R",4,"R",22,"R",0,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",24,"Z",0,"R",24,"R",22
216074,"R",51,"R",0,"R",51,"R",48,"R",48,"R",0,"R",0,"R",3,"R",15,"Z",0,"R",15,"R",15,"R",8,"Z",0,"R",8,"R",8,"R",28,"Z",0,"R",28,"R",25
216223,"R",48,"R",0,"R",48,"R",32,"R",38,"R",0,"R",0,"R",10,"R",42,"Z",0,"R",42,"R",34,"R",5,"Z",0,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",1
216579,"R",93,"R",0,"R",93,"R",43,"R",55,"Z",0,"R",17,"R",21,"R",59,"Z",0,"R",59,"R",24,"R",12,"Z",0,"R",12,"R",9,"R",22,"Z",0,"R",22,"R",22
216746,"R",65,"R",0,"R",65,"R",51,"R",54,"R",0,"R",0,"R",11,"R",36,"Z",0,"R",36,"R",27,"R",3,"Z",0,"R",3,"R",3,"R",26,"Z",0,"R",26,"R",24
217323,"R",690,"R",0,"R",690,"R",339,"R",480,"R",11,"R",0,"R",199,"R",521,"Z",0,"R",521,"R",363,"R",168,"Z",0,"R",168,"R",116,"R",1,"Z",0,"R",1,"R",1
217581,"R",25,"R",0,"R",25,"R",0,"R",12,"R",0,"R",0,"R",13,"R",18,"Z",0,"R",18,"R",8,"R",4,"Z",0,"R",4,"R",2,"R",3,"Z",0,"R",3,"R",2
217794,"R",64,"R",0,"R",64,"R",48,"R",56,"R",0,"R",6,"R",2,"R",44,"Z",0,"R",44,"R",39,"R",5,"Z",0,"R",5,"R",5,"R",15,"Z",0,"R",15,"R",12
217828,"R",56,"R",0,"R",56,"R",26,"R",37,"R",1,"R",0,"R",18,"R",46,"Z",0,"R",46,"R",30,"R",6,"Z",0,"R",6,"R",4,"R",4,"Z",0,"R",4,"R",3
218159,"R",23,"R",0,"R",23,"R",13,"R",13,"R",0,"R",0,"R",10,"R",17,"Z",0,"R",17,"R",8,"R",4,"Z",0,"R",4,"R",3,"R",2,"Z",0,"R",2,"R",2
218195,"R",30,"R",0,"R",30,"R",10,"R",11,"R",1,"R",0,"R",18,"R",27,"Z",0,"R",27,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",2
218867,"R",15,"R",0,"R",15,"R",7,"R",7,"R",0,"R",8,"R",0,"R",14,"Z",0,"R",14,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
219587,"R",42,"R",0,"R",42,"R",20,"R",33,"R",0,"R",1,"R",8,"R",27,"Z",0,"R",27,"R",27,"R",5,"Z",0,"R",5,"R",5,"R",10,"Z",0,"R",10,"R",1
219851,"R",2,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
220163,"R",18,"R",0,"R",18,"R",14,"R",14,"R",4,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",10,"R",3,"Z",0,"R",3,"R",2,"R",2,"Z",0,"R",2,"R",2
220491,"R",3,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
220765,"R",237,"R",0,"R",237,"R",46,"R",117,"R",0,"R",0,"R",120,"R",222,"Z",0,"R",222,"R",107,"R",15,"Z",0,"R",15,"R",10,"R",0,"Z",0,"R",0,"R",0
221157,"R",120,"R",0,"R",120,"R",79,"R",82,"R",0,"R",0,"R",38,"R",102,"Z",0,"R",102,"R",67,"R",8,"Z",0,"R",8,"R",5,"R",10,"Z",0,"R",10,"R",10
221829,"R",148,"R",0,"R",148,"R",31,"R",118,"R",1,"R",0,"R",29,"R",76,"Z",0,"R",76,"R",60,"R",0,"Z",0,"R",0,"R",0,"R",72,"Z",0,"R",72,"R",58
223056,"R",41,"R",0,"R",41,"R",6,"R",22,"R",1,"R",1,"R",17,"R",27,"Z",0,"R",27,"R",16,"R",4,"Z",0,"R",4,"R",2,"R",10,"Z",0,"R",10,"R",4
223852,"R",44,"R",0,"R",44,"R",26,"R",41,"R",0,"R",3,"R",0,"R",40,"Z",0,"R",40,"R",40,"R",4,"Z",0,"R",4,"R",1,"R",0,"Z",0,"R",0,"R",0
224013,"R",7,"Z",0,"R",7,"R",1,"R",2,"Z",0,"Z",0,"R",5,"R",4,"Z",0,"R",4,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",2
224156,"R",135,"R",1,"R",134,"R",79,"R",80,"R",1,"R",0,"R",53,"R",74,"R",1,"R",73,"R",41,"R",23,"R",0,"R",23,"R",18,"R",38,"R",0,"R",38,"R",21
224758,"R",19,"R",0,"R",19,"R",5,"R",8,"R",3,"R",0,"R",8,"R",11,"Z",0,"R",11,"R",3,"R",2,"Z",0,"R",2,"R",2,"R",6,"Z",0,"R",6,"R",3
224828,"R",77,"R",1,"R",76,"R",8,"R",19,"R",0,"R",2,"R",55,"R",59,"R",1,"R",58,"R",5,"R",10,"R",0,"R",10,"R",10,"R",8,"R",0,"R",8,"R",4
226125,"R",93,"R",0,"R",93,"R",21,"R",33,"R",1,"R",0,"R",59,"R",86,"Z",0,"R",86,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",3
226860,"R",26,"R",0,"R",26,"R",9,"R",16,"R",0,"R",0,"R",10,"R",16,"Z",0,"R",16,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",8
227058,"R",58,"R",0,"R",58,"R",8,"R",37,"R",0,"R",0,"R",21,"R",38,"Z",0,"R",38,"R",22,"R",7,"Z",0,"R",7,"R",7,"R",13,"Z",0,"R",13,"R",8
227155,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"Z",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
227298,"R",177,"R",1,"R",176,"R",112,"R",128,"R",0,"R",0,"R",48,"R",79,"R",1,"R",78,"R",78,"R",26,"R",0,"R",26,"R",26,"R",72,"R",0,"R",72,"R",24
227313,"R",140,"R",0,"R",140,"R",13,"R",89,"Z",0,"Z",0,"R",51,"R",116,"Z",0,"R",116,"R",72,"R",14,"Z",0,"R",14,"R",10,"R",10,"Z",0,"R",10,"R",7
227322,"R",161,"R",0,"R",161,"R",6,"R",99,"Z",0,"Z",0,"R",62,"R",118,"Z",0,"R",118,"R",65,"R",19,"Z",0,"R",19,"R",16,"R",24,"Z",0,"R",24,"R",18
228088,"R",22,"R",0,"R",22,"R",3,"R",15,"R",1,"R",0,"R",6,"R",18,"Z",0,"R",18,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",2
228185,"R",25,"R",0,"R",25,"R",15,"R",19,"R",0,"R",2,"R",4,"R",25,"Z",0,"R",25,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
228200,"R",381,"R",0,"R",381,"R",8,"R",259,"R",1,"R",0,"R",121,"R",258,"Z",0,"R",258,"R",171,"R",1,"Z",0,"R",1,"R",1,"R",122,"Z",0,"R",122,"R",87
228219,"R",384,"R",5,"R",379,"R",20,"R",269,"R",5,"R",0,"R",105,"R",312,"R",4,"R",308,"R",221,"R",15,"R",0,"R",15,"R",9,"R",57,"R",1,"R",56,"R",39
228282,"R",140,"R",0,"R",140,"R",91,"R",111,"R",6,"R",4,"R",19,"R",121,"Z",0,"R",121,"R",98,"R",8,"Z",0,"R",8,"R",5,"R",11,"Z",0,"R",11,"R",8
229425,"R",21,"R",0,"R",21,"R",13,"R",13,"R",0,"R",0,"R",8,"R",21,"Z",0,"R",21,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
229522,"R",35,"R",0,"R",35,"R",14,"R",21,"R",0,"R",0,"R",14,"R",35,"Z",0,"R",35,"R",21,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
229656,"R",70,"R",0,"R",70,"R",3,"R",43,"R",0,"R",0,"R",27,"R",56,"Z",0,"R",56,"R",40,"R",2,"Z",0,"R",2,"R",0,"R",12,"Z",0,"R",12,"R",3
229957,"R",15,"R",0,"R",15,"R",9,"R",9,"R",0,"R",0,"R",6,"R",9,"Z",0,"R",9,"R",7,"R",6,"Z",0,"R",6,"R",2,"R",0,"Z",0,"R",0,"R",0
230065,"R",26,"R",0,"R",26,"R",10,"R",17,"R",0,"R",0,"R",9,"R",14,"Z",0,"R",14,"R",9,"R",1,"Z",0,"R",1,"R",1,"R",11,"Z",0,"R",11,"R",7
230144,"R",19,"R",0,"R",19,"R",13,"R",14,"R",0,"R",1,"R",4,"R",15,"Z",0,"R",15,"R",12,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",0
230162,"R",273,"R",2,"R",271,"R",144,"R",157,"R",0,"R",0,"R",114,"R",13,"R",0,"R",13,"R",9,"R",0,"R",0,"R",0,"R",0,"R",260,"R",2,"R",258,"R",148
230214,"R",41,"R",0,"R",41,"R",29,"R",29,"R",0,"R",0,"R",12,"R",23,"Z",0,"R",23,"R",16,"R",5,"Z",0,"R",5,"R",4,"R",13,"Z",0,"R",13,"R",9
230490,"R",230,"R",9,"R",221,"R",65,"R",133,"R",11,"R",11,"R",66,"R",54,"R",3,"R",51,"R",29,"R",0,"R",0,"R",0,"R",0,"R",176,"R",6,"R",170,"R",104
230676,"R",135,"R",0,"R",135,"R",93,"R",100,"R",0,"R",0,"R",35,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",134,"Z",0,"R",134,"R",99
231004,"R",39,"R",0,"R",39,"R",20,"R",29,"R",0,"R",0,"R",10,"R",21,"Z",0,"R",21,"R",15,"R",11,"Z",0,"R",11,"R",11,"R",7,"Z",0,"R",7,"R",3
231280,"R",27,"R",0,"R",27,"R",1,"R",16,"R",0,"R",0,"R",11,"R",21,"Z",0,"R",21,"R",10,"R",3,"Z",0,"R",3,"R",3,"R",3,"Z",0,"R",3,"R",3
231688,"R",9,"R",0,"R",9,"R",9,"R",9,"R",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
231721,"R",2,"R",0,"R",2,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
232919,"R",88,"R",0,"R",88,"R",71,"R",71,"R",0,"R",0,"R",17,"R",57,"Z",0,"R",57,"R",47,"R",8,"Z",0,"R",8,"R",8,"R",23,"Z",0,"R",23,"R",16
233286,"R",77,"R",0,"R",77,"R",29,"R",46,"R",0,"R",0,"R",31,"R",67,"Z",0,"R",67,"R",38,"R",6,"Z",0,"R",6,"R",5,"R",4,"Z",0,"R",4,"R",3
233666,"R",21,"R",0,"R",21,"R",1,"R",12,"R",0,"R",0,"R",9,"R",9,"Z",0,"R",9,"R",9,"R",2,"Z",0,"R",2,"R",2,"R",10,"Z",0,"R",10,"R",1
234119,"R",17,"R",0,"R",17,"R",11,"R",11,"R",0,"R",0,"R",6,"R",16,"Z",0,"R",16,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
234650,"R",24,"R",0,"R",24,"R",18,"R",20,"R",0,"R",0,"R",4,"R",11,"Z",0,"R",11,"R",9,"R",9,"Z",0,"R",9,"R",8,"R",4,"Z",0,"R",4,"R",3
234924,"R",37,"R",0,"R",37,"R",20,"R",22,"R",0,"R",0,"R",15,"R",26,"Z",0,"R",26,"R",15,"R",5,"Z",0,"R",5,"R",2,"R",6,"Z",0,"R",6,"R",5
235088,"R",318,"R",2,"R",316,"R",267,"R",293,"R",0,"R",0,"R",23,"R",172,"R",0,"R",172,"R",172,"R",82,"R",0,"R",82,"R",82,"R",64,"R",2,"R",62,"R",39
235158,"R",33,"R",0,"R",33,"R",0,"R",26,"R",0,"R",0,"R",7,"R",22,"Z",0,"R",22,"R",20,"R",4,"Z",0,"R",4,"R",4,"R",7,"Z",0,"R",7,"R",2
235307,"R",80,"R",0,"R",80,"R",0,"R",50,"R",0,"R",0,"R",30,"R",54,"Z",0,"R",54,"R",32,"R",10,"Z",0,"R",10,"R",6,"R",16,"Z",0,"R",16,"R",12
235352,"R",33,"Z",0,"R",33,"R",2,"R",19,"Z",0,"Z",0,"R",14,"R",16,"Z",0,"R",16,"R",7,"R",11,"Z",0,"R",11,"R",8,"R",6,"Z",0,"R",6,"R",4
235501,"R",368,"R",0,"R",368,"R",307,"R",307,"R",0,"R",0,"R",61,"R",289,"Z",0,"R",289,"R",246,"R",36,"Z",0,"R",36,"R",35,"R",43,"Z",0,"R",43,"R",26
235583,"R",87,"R",0,"R",87,"R",4,"R",56,"R",0,"R",0,"R",31,"R",40,"Z",0,"R",40,"R",26,"R",22,"Z",0,"R",22,"R",19,"R",25,"Z",0,"R",25,"R",11
236744,"R",61,"Z",0,"R",61,"R",29,"R",51,"Z",0,"R",0,"R",10,"R",55,"Z",0,"R",55,"R",48,"R",6,"Z",0,"R",6,"R",3,"R",0,"Z",0,"R",0,"R",0
237127,"R",19,"R",0,"R",19,"R",10,"R",17,"R",0,"R",2,"R",0,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",17,"Z",0,"R",17,"R",17
237145,"R",4,"Z",0,"R",4,"R",4,"R",4,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
237172,"R",64,"R",1,"R",63,"R",54,"R",54,"R",0,"R",0,"R",9,"R",57,"R",0,"R",57,"R",54,"R",0,"R",0,"R",0,"R",0,"R",7,"R",1,"R",6,"R",0
237242,"R",16,"R",1,"R",15,"R",14,"R",14,"R",0,"R",0,"R",1,"R",15,"R",1,"R",14,"R",13,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1
237473,"R",154,"R",0,"R",154,"R",125,"R",125,"R",0,"R",0,"R",29,"R",81,"Z",0,"R",81,"R",56,"R",0,"Z",0,"R",0,"R",0,"R",73,"Z",0,"R",73,"R",69
237491,"R",48,"R",0,"R",48,"R",33,"R",38,"R",0,"R",0,"R",10,"R",15,"Z",0,"R",15,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",33,"Z",0,"R",33,"R",28
237561,"R",12,"R",0,"R",12,"R",10,"R",10,"R",0,"R",0,"R",2,"R",5,"Z",0,"R",5,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",6
237729,"R",28,"R",0,"R",28,"R",22,"R",22,"R",0,"R",0,"R",6,"R",25,"Z",0,"R",25,"R",20,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",2
238096,"R",9,"R",0,"R",9,"R",7,"R",7,"R",0,"R",0,"R",2,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",4
239877,"R",24,"R",0,"R",24,"R",16,"R",18,"R",0,"R",0,"R",6,"R",19,"Z",0,"R",19,"R",14,"R",4,"Z",0,"R",4,"R",4,"R",1,"Z",0,"R",1,"R",0
240240,"R",60,"R",0,"R",60,"R",34,"R",35,"R",0,"R",0,"R",25,"R",49,"Z",0,"R",49,"R",26,"R",8,"Z",0,"R",8,"R",6,"R",3,"Z",0,"R",3,"R",3
240709,"R",48,"R",0,"R",48,"R",32,"R",40,"R",3,"R",0,"R",5,"R",39,"Z",0,"R",39,"R",34,"R",7,"Z",0,"R",7,"R",6,"R",2,"Z",0,"R",2,"R",0
240879,"R",506,"R",0,"R",506,"R",59,"R",259,"R",0,"R",225,"R",22,"R",408,"Z",0,"R",408,"R",259,"R",0,"Z",0,"R",0,"R",0,"R",98,"Z",0,"R",98,"R",0
241906,"R",255,"R",0,"R",255,"R",185,"R",185,"R",0,"R",0,"R",70,"R",255,"Z",0,"R",255,"R",185,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242413,"R",13,"R",0,"R",13,"R",11,"R",11,"R",0,"R",0,"R",2,"R",12,"Z",0,"R",12,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
242750,"R",57,"R",0,"R",57,"R",28,"R",29,"R",0,"R",0,"R",28,"R",51,"Z",0,"R",51,"R",29,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",0
242945,"R",284,"R",0,"R",284,"R",50,"R",197,"R",0,"R",0,"R",87,"R",274,"Z",0,"R",274,"R",197,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",0
242954,"R",98,"R",0,"R",98,"R",25,"R",75,"R",0,"R",0,"R",23,"R",96,"Z",0,"R",96,"R",75,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
243799,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
244561,"R",71,"R",0,"R",71,"R",44,"R",52,"R",0,"R",0,"R",19,"R",38,"Z",0,"R",38,"R",31,"R",30,"Z",0,"R",30,"R",18,"R",3,"Z",0,"R",3,"R",3
244613,"R",120,"R",0,"R",120,"R",83,"R",83,"R",0,"R",0,"R",37,"R",67,"Z",0,"R",67,"R",67,"R",53,"Z",0,"R",53,"R",16,"R",0,"Z",0,"R",0,"R",0
245281,"R",8,"R",0,"R",8,"R",2,"R",3,"R",0,"R",1,"R",4,"R",8,"Z",0,"R",8,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
245980,"R",28,"R",0,"R",28,"R",5,"R",21,"R",0,"R",0,"R",7,"R",21,"Z",0,"R",21,"R",14,"R",2,"Z",0,"R",2,"R",2,"R",5,"Z",0,"R",5,"R",5
245999,"R",376,"R",0,"R",376,"R",63,"R",205,"R",0,"R",12,"R",159,"R",153,"Z",0,"R",153,"R",44,"R",0,"Z",0,"R",0,"R",0,"R",223,"Z",0,"R",223,"R",161
246017,"R",189,"R",0,"R",189,"R",73,"R",116,"Z",0,"Z",0,"R",73,"R",27,"Z",0,"R",27,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",162,"Z",0,"R",162,"R",94
246035,"R",82,"R",0,"R",82,"R",43,"R",56,"R",0,"R",0,"R",26,"R",65,"Z",0,"R",65,"R",47,"R",8,"Z",0,"R",8,"R",8,"R",9,"Z",0,"R",9,"R",1
246071,"R",10,"R",0,"R",10,"R",4,"R",4,"R",0,"R",0,"R",6,"R",7,"Z",0,"R",7,"R",2,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",0
246406,"R",17,"R",0,"R",17,"R",1,"R",16,"R",0,"R",1,"R",0,"R",17,"Z",0,"R",17,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246415,"R",7,"R",0,"R",7,"R",1,"R",2,"R",0,"R",0,"R",5,"R",7,"Z",0,"R",7,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246460,"R",109,"R",2,"R",107,"R",52,"R",70,"R",12,"R",22,"R",3,"R",97,"R",1,"R",96,"R",63,"R",0,"R",0,"R",0,"R",0,"R",12,"R",1,"R",11,"R",7
246895,"R",254,"R",0,"R",254,"R",30,"R",135,"R",0,"R",89,"R",30,"R",152,"Z",0,"R",152,"R",107,"R",19,"Z",0,"R",19,"R",14,"R",83,"Z",0,"R",83,"R",14
247153,"R",8,"R",0,"R",8,"R",1,"R",2,"R",0,"R",0,"R",6,"R",6,"Z",0,"R",6,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
247409,"R",139,"R",0,"R",139,"R",84,"R",116,"R",0,"R",0,"R",23,"R",119,"Z",0,"R",119,"R",97,"R",20,"Z",0,"R",20,"R",19,"R",0,"Z",0,"R",0,"R",0
248305,"R",18,"R",0,"R",18,"R",0,"R",9,"R",0,"R",0,"R",9,"R",13,"Z",0,"R",13,"R",5,"R",4,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",1
248527,"R",15,"R",0,"R",15,"R",2,"R",11,"R",1,"R",1,"R",2,"R",15,"Z",0,"R",15,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
248624,"R",22,"R",0,"R",22,"R",11,"R",18,"R",0,"R",0,"R",4,"R",16,"Z",0,"R",16,"R",13,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1
248633,"R",52,"R",0,"R",52,"R",40,"R",40,"R",0,"R",0,"R",12,"R",16,"Z",0,"R",16,"R",5,"R",36,"Z",0,"R",36,"R",35,"R",0,"Z",0,"R",0,"R",0
248660,"R",36,"R",0,"R",36,"R",21,"R",21,"R",0,"R",0,"R",15,"R",31,"Z",0,"R",31,"R",19,"R",4,"Z",0,"R",4,"R",2,"R",1,"Z",0,"R",1,"R",0
248703,"R",103,"Z",0,"R",103,"R",6,"R",64,"Z",0,"Z",0,"R",39,"R",74,"Z",0,"R",74,"R",43,"R",16,"Z",0,"R",16,"R",12,"R",13,"Z",0,"R",13,"R",9
249140,"R",374,"R",0,"R",374,"R",13,"R",178,"R",5,"R",0,"R",191,"R",274,"Z",0,"R",274,"R",133,"R",8,"Z",0,"R",8,"R",6,"R",92,"Z",0,"R",92,"R",39
249238,"R",84,"R",0,"R",84,"R",53,"R",56,"R",0,"R",0,"R",28,"R",59,"Z",0,"R",59,"R",38,"R",15,"Z",0,"R",15,"R",13,"R",10,"Z",0,"R",10,"R",5
249566,"R",534,"R",0,"R",534,"R",222,"R",403,"R",0,"R",0,"R",131,"R",366,"Z",0,"R",366,"R",235,"R",5,"Z",0,"R",5,"R",5,"R",163,"Z",0,"R",163,"R",163
250744,"R",33,"R",0,"R",33,"R",9,"R",12,"R",0,"R",0,"R",21,"R",33,"Z",0,"R",33,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
250993,"R",40,"R",0,"R",40,"R",25,"R",25,"R",0,"R",0,"R",15,"R",25,"Z",0,"R",25,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",15,"Z",0,"R",15,"R",8
260336,"R",24,"R",0,"R",24,"R",22,"R",22,"R",0,"R",0,"R",2,"R",16,"Z",0,"R",16,"R",16,"R",5,"Z",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",1
260363,"R",3,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",1
260664,"R",174,"R",0,"R",174,"R",108,"R",121,"R",0,"R",0,"R",53,"R",154,"Z",0,"R",154,"R",109,"R",0,"Z",0,"R",0,"R",0,"R",20,"Z",0,"R",20,"R",12
260929,"R",37,"R",0,"R",37,"R",21,"R",23,"R",0,"R",0,"R",14,"R",20,"Z",0,"R",20,"R",13,"R",11,"Z",0,"R",11,"R",6,"R",6,"Z",0,"R",6,"R",4
260965,"R",35,"R",0,"R",35,"R",1,"R",21,"R",0,"R",1,"R",13,"R",30,"Z",0,"R",30,"R",17,"R",4,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",1
261436,"R",318,"R",0,"R",318,"R",5,"R",208,"R",0,"R",0,"R",110,"R",182,"Z",0,"R",182,"R",112,"R",98,"Z",0,"R",98,"R",73,"R",38,"Z",0,"R",38,"R",23
