UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
149842,"R",173,"R",504402,"R",2916,"A",,"A",,"A",,"R",173,"R",504402,"R",2916,"R",5,"R",6341,"R",1268,"A",,"A",,"A",,"R",5,"R",6341,"R",1268
150048,"R",5,"R",52408,"R",10482,"A",,"A",,"A",,"R",5,"R",52408,"R",10482,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150066,"R",15,"R",238359,"R",15891,"R",0,"R",0,"A",,"R",15,"R",238359,"R",15891,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150136,"R",185,"R",1353642,"R",7317,"R",65,"R",269226,"R",4142,"R",250,"R",1622868,"R",6491,"R",2,"R",4500,"R",2250,"R",3,"R",10236,"R",3412,"R",5,"R",14736,"R",2947
150145,"R",10,"R",93171,"R",9317,"R",4,"R",20020,"R",5005,"R",14,"R",113191,"R",8085,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150163,"R",39,"R",985355,"R",25266,"R",7,"R",95054,"R",13579,"R",46,"R",1080409,"R",23487,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150172,"R",10,"R",122055,"R",12206,"R",4,"R",33890,"R",8473,"R",14,"R",155945,"R",11139,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150215,"A",,"A",,"A",,"R",5,"R",47776,"R",9555,"R",5,"R",47776,"R",9555,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150251,"R",5,"R",26125,"R",5225,"A",,"A",,"A",,"R",5,"R",26125,"R",5225,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150288,"A",,"A",,"A",,"R",7,"R",33091,"R",4727,"R",7,"R",33091,"R",4727,"A",,"A",,"A",,"R",1,"R",2475,"R",2475,"R",1,"R",2475,"R",2475
150303,"R",2,"R",31138,"R",15569,"A",,"A",,"A",,"R",2,"R",31138,"R",15569,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150400,"R",11,"R",195491,"R",17772,"A",,"A",,"A",,"R",11,"R",195491,"R",17772,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150428,"R",1,"R",6369,"R",6369,"A",,"A",,"A",,"R",1,"R",6369,"R",6369,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150437,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150455,"R",1,"R",23225,"R",23225,"R",0,"R",0,"A",,"R",1,"R",23225,"R",23225,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150534,"R",39,"R",867306,"R",22239,"R",0,"R",0,"A",,"R",39,"R",867306,"R",22239,"R",1,"R",4000,"R",4000,"R",0,"R",0,"A",,"R",1,"R",4000,"R",4000
150604,"R",13,"R",174057,"R",13389,"R",0,"R",0,"A",,"R",13,"R",174057,"R",13389,"R",1,"R",4500,"R",4500,"R",0,"R",0,"A",,"R",1,"R",4500,"R",4500
150668,"R",5,"R",106035,"R",21207,"R",0,"R",0,"A",,"R",5,"R",106035,"R",21207,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150677,"R",9,"R",124739,"R",13860,"R",0,"R",0,"A",,"R",9,"R",124739,"R",13860,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
150756,"R",9,"R",110318,"R",12258,"A",,"A",,"A",,"R",9,"R",110318,"R",12258,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150765,"R",1,"R",8460,"R",8460,"A",,"A",,"A",,"R",1,"R",8460,"R",8460,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150774,"R",4,"R",65872,"R",16468,"A",,"A",,"A",,"R",4,"R",65872,"R",16468,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150853,"R",2,"R",9600,"R",4800,"A",,"A",,"A",,"R",2,"R",9600,"R",4800,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
150941,"R",11,"R",156899,"R",14264,"R",1,"R",6160,"R",6160,"R",12,"R",163059,"R",13588,"R",3,"R",12000,"R",4000,"R",0,"R",0,"A",,"R",3,"R",12000,"R",4000
150987,"R",1527,"R",2762311,"R",1809,"A",,"A",,"A",,"R",1527,"R",2762311,"R",1809,"R",95,"R",82166,"R",865,"A",,"A",,"A",,"R",95,"R",82166,"R",865
151102,"R",141,"R",799503,"R",5670,"R",5,"R",12237,"R",2447,"R",146,"R",811740,"R",5560,"R",36,"R",158135,"R",4393,"R",0,"R",0,"A",,"R",36,"R",158135,"R",4393
151111,"R",435,"R",3137274,"R",7212,"R",95,"R",1071289,"R",11277,"R",530,"R",4208563,"R",7941,"R",68,"R",199729,"R",2937,"R",3,"R",4500,"R",1500,"R",71,"R",204229,"R",2876
151263,"R",61,"R",577656,"R",9470,"R",11,"R",99088,"R",9008,"R",72,"R",676744,"R",9399,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
151290,"R",65,"R",975889,"R",15014,"R",28,"R",206853,"R",7388,"R",93,"R",1182742,"R",12718,"R",20,"R",79638,"R",3982,"R",4,"R",9320,"R",2330,"R",24,"R",88958,"R",3707
151306,"R",104,"R",619618,"R",5958,"R",20,"R",96123,"R",4806,"R",124,"R",715741,"R",5772,"R",14,"R",35302,"R",2522,"R",3,"R",4125,"R",1375,"R",17,"R",39427,"R",2319
151324,"R",198,"R",1058389,"R",5345,"R",19,"R",76878,"R",4046,"R",217,"R",1135267,"R",5232,"R",90,"R",211674,"R",2352,"R",8,"R",14000,"R",1750,"R",98,"R",225674,"R",2303
151333,"R",76,"R",388684,"R",5114,"R",3,"R",13537,"R",4512,"R",79,"R",402221,"R",5091,"R",11,"R",31409,"R",2855,"R",0,"R",0,"A",,"R",11,"R",31409,"R",2855
151342,"R",92,"R",458801,"R",4987,"R",4,"R",14282,"R",3571,"R",96,"R",473083,"R",4928,"R",7,"R",18535,"R",2648,"R",1,"R",750,"R",750,"R",8,"R",19285,"R",2411
151351,"R",210,"R",1926100,"R",9172,"R",180,"R",3014163,"R",16745,"R",390,"R",4940263,"R",12667,"R",10,"R",28302,"R",2830,"R",27,"R",70500,"R",2611,"R",37,"R",98802,"R",2670
151360,"R",41,"R",199062,"R",4855,"R",7,"R",49941,"R",7134,"R",48,"R",249003,"R",5188,"R",5,"R",10341,"R",2068,"R",0,"R",0,"A",,"R",5,"R",10341,"R",2068
151379,"R",125,"R",669740,"R",5358,"R",8,"R",30310,"R",3789,"R",133,"R",700050,"R",5264,"R",8,"R",23039,"R",2880,"R",3,"R",5000,"R",1667,"R",11,"R",28039,"R",2549
151388,"R",85,"R",366542,"R",4312,"R",3,"R",9756,"R",3252,"R",88,"R",376298,"R",4276,"R",43,"R",94789,"R",2204,"R",0,"R",0,"A",,"R",43,"R",94789,"R",2204
151458,"R",5,"R",62700,"R",12540,"A",,"A",,"A",,"R",5,"R",62700,"R",12540,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
151467,"R",5,"R",55256,"R",11051,"A",,"A",,"A",,"R",5,"R",55256,"R",11051,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
151564,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
151607,"R",1,"R",10923,"R",10923,"A",,"A",,"A",,"R",1,"R",10923,"R",10923,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
151652,"R",3,"R",37054,"R",12351,"A",,"A",,"A",,"R",3,"R",37054,"R",12351,"R",1,"R",4000,"R",4000,"A",,"A",,"A",,"R",1,"R",4000,"R",4000
151661,"R",97,"R",857744,"R",8843,"A",,"A",,"A",,"R",97,"R",857744,"R",8843,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
151777,"R",6,"R",42784,"R",7131,"R",1,"R",11440,"R",11440,"R",7,"R",54224,"R",7746,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
151786,"R",25,"R",536017,"R",21441,"R",7,"R",104516,"R",14931,"R",32,"R",640533,"R",20017,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
151801,"R",15,"R",301736,"R",20116,"R",7,"R",47830,"R",6833,"R",22,"R",349566,"R",15889,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
151810,"R",3,"R",46834,"R",15611,"R",2,"R",11038,"R",5519,"R",5,"R",57872,"R",11574,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
151962,"R",12,"R",140400,"R",11700,"A",,"A",,"A",,"R",12,"R",140400,"R",11700,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152044,"R",4,"R",30600,"R",7650,"A",,"A",,"A",,"R",4,"R",30600,"R",7650,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152080,"R",55,"R",2531199,"R",46022,"R",52,"R",1632849,"R",31401,"R",107,"R",4164048,"R",38916,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152099,"R",18,"R",172129,"R",9563,"R",22,"R",102327,"R",4651,"R",40,"R",274456,"R",6861,"R",15,"R",39965,"R",2664,"R",13,"R",37698,"R",2900,"R",28,"R",77663,"R",2774
152150,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152275,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152309,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152318,"R",27,"R",839897,"R",31107,"R",1,"R",8547,"R",8547,"R",28,"R",848444,"R",30302,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152327,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152336,"R",38,"R",707085,"R",18608,"R",6,"R",64445,"R",10741,"R",44,"R",771530,"R",17535,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152381,"R",12,"R",90176,"R",7515,"R",4,"R",19772,"R",4943,"R",16,"R",109948,"R",6872,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152390,"R",14,"R",320988,"R",22928,"R",0,"R",0,"A",,"R",14,"R",320988,"R",22928,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152451,"A",,"A",,"A",,"R",2,"R",5083,"R",2542,"R",2,"R",5083,"R",2542,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152497,"R",1,"R",9780,"R",9780,"A",,"A",,"A",,"R",1,"R",9780,"R",9780,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152530,"R",12,"R",256462,"R",21372,"R",3,"R",10800,"R",3600,"R",15,"R",267262,"R",17817,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152567,"R",11,"R",139972,"R",12725,"R",0,"R",0,"A",,"R",11,"R",139972,"R",12725,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152600,"R",30,"R",720304,"R",24010,"R",12,"R",133978,"R",11165,"R",42,"R",854282,"R",20340,"R",2,"R",8000,"R",4000,"R",0,"R",0,"A",,"R",2,"R",8000,"R",4000
152628,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152637,"R",145,"R",1074497,"R",7410,"A",,"A",,"A",,"R",145,"R",1074497,"R",7410,"R",798,"R",1513024,"R",1896,"A",,"A",,"A",,"R",798,"R",1513024,"R",1896
152673,"R",2,"R",65055,"R",32528,"A",,"A",,"A",,"R",2,"R",65055,"R",32528,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
152798,"R",5,"R",71212,"R",14242,"R",6,"R",47916,"R",7986,"R",11,"R",119128,"R",10830,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
152992,"R",19,"R",195700,"R",10300,"R",6,"R",81215,"R",13536,"R",25,"R",276915,"R",11077,"R",1,"R",1750,"R",1750,"R",0,"R",0,"A",,"R",1,"R",1750,"R",1750
153001,"R",46,"R",457840,"R",9953,"R",2,"R",13494,"R",6747,"R",48,"R",471334,"R",9819,"R",0,"R",0,"A",,"R",1,"R",750,"R",750,"R",1,"R",750,"R",750
153074,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153083,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153108,"R",19,"R",264039,"R",13897,"A",,"A",,"A",,"R",19,"R",264039,"R",13897,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153126,"R",9,"R",122872,"R",13652,"R",1,"R",1798,"R",1798,"R",10,"R",124670,"R",12467,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153144,"R",10,"R",137050,"R",13705,"A",,"A",,"A",,"R",10,"R",137050,"R",13705,"R",1,"R",4000,"R",4000,"A",,"A",,"A",,"R",1,"R",4000,"R",4000
153162,"R",11,"R",192312,"R",17483,"A",,"A",,"A",,"R",11,"R",192312,"R",17483,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153171,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153214,"R",308,"R",863075,"R",2802,"A",,"A",,"A",,"R",308,"R",863075,"R",2802,"R",18,"R",23707,"R",1317,"A",,"A",,"A",,"R",18,"R",23707,"R",1317
153241,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153250,"R",5,"R",79793,"R",15959,"R",0,"R",0,"A",,"R",5,"R",79793,"R",15959,"R",2,"R",3625,"R",1813,"R",0,"R",0,"A",,"R",2,"R",3625,"R",1813
153269,"R",36,"R",710384,"R",19733,"R",13,"R",150442,"R",11572,"R",49,"R",860826,"R",17568,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153278,"R",101,"R",1797104,"R",17793,"R",0,"R",0,"A",,"R",101,"R",1797104,"R",17793,"R",14,"R",38300,"R",2736,"R",0,"R",0,"A",,"R",14,"R",38300,"R",2736
153296,"R",4,"R",10836,"R",2709,"A",,"A",,"A",,"R",4,"R",10836,"R",2709,"R",7,"R",24038,"R",3434,"A",,"A",,"A",,"R",7,"R",24038,"R",3434
153302,"R",3,"R",39475,"R",13158,"A",,"A",,"A",,"R",3,"R",39475,"R",13158,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153311,"R",131,"R",318605,"R",2432,"A",,"A",,"A",,"R",131,"R",318605,"R",2432,"R",9,"R",14857,"R",1651,"A",,"A",,"A",,"R",9,"R",14857,"R",1651
153320,"R",3,"R",41313,"R",13771,"R",0,"R",0,"A",,"R",3,"R",41313,"R",13771,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153339,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153366,"R",10,"R",99276,"R",9928,"R",13,"R",114256,"R",8789,"R",23,"R",213532,"R",9284,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153375,"R",46,"R",525310,"R",11420,"R",1,"R",6061,"R",6061,"R",47,"R",531371,"R",11306,"R",9,"R",28968,"R",3219,"R",4,"R",9750,"R",2438,"R",13,"R",38718,"R",2978
153384,"R",8,"R",219082,"R",27385,"A",,"A",,"A",,"R",8,"R",219082,"R",27385,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153409,"R",6,"R",33894,"R",5649,"R",0,"R",0,"A",,"R",6,"R",33894,"R",5649,"R",4,"R",10065,"R",2516,"R",0,"R",0,"A",,"R",4,"R",10065,"R",2516
153418,"R",22,"R",123178,"R",5599,"R",1,"R",3304,"R",3304,"R",23,"R",126482,"R",5499,"R",9,"R",18046,"R",2005,"R",0,"R",0,"A",,"R",9,"R",18046,"R",2005
153427,"R",10,"R",151613,"R",15161,"A",,"A",,"A",,"R",10,"R",151613,"R",15161,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153445,"R",69,"R",253137,"R",3669,"A",,"A",,"A",,"R",69,"R",253137,"R",3669,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153463,"R",1,"R",2476,"R",2476,"A",,"A",,"A",,"R",1,"R",2476,"R",2476,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153472,"R",90,"R",565752,"R",6286,"A",,"A",,"A",,"R",90,"R",565752,"R",6286,"R",1,"R",1810,"R",1810,"A",,"A",,"A",,"R",1,"R",1810,"R",1810
153524,"R",69,"R",253693,"R",3677,"A",,"A",,"A",,"R",69,"R",253693,"R",3677,"R",8,"R",12541,"R",1568,"A",,"A",,"A",,"R",8,"R",12541,"R",1568
153533,"R",22,"R",128859,"R",5857,"A",,"A",,"A",,"R",22,"R",128859,"R",5857,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153542,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153588,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153597,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153603,"R",351,"R",2699455,"R",7691,"R",37,"R",202092,"R",5462,"R",388,"R",2901547,"R",7478,"R",30,"R",108542,"R",3618,"R",2,"R",3500,"R",1750,"R",32,"R",112042,"R",3501
153621,"R",9,"R",84944,"R",9438,"R",0,"R",0,"A",,"R",9,"R",84944,"R",9438,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153630,"R",103,"R",362205,"R",3517,"A",,"A",,"A",,"R",103,"R",362205,"R",3517,"R",9,"R",12081,"R",1342,"A",,"A",,"A",,"R",9,"R",12081,"R",1342
153658,"R",247,"R",2033176,"R",8231,"R",77,"R",1083380,"R",14070,"R",324,"R",3116556,"R",9619,"R",45,"R",103094,"R",2291,"R",21,"R",77250,"R",3679,"R",66,"R",180344,"R",2732
153737,"R",176,"R",567222,"R",3223,"A",,"A",,"A",,"R",176,"R",567222,"R",3223,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153746,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153764,"R",1,"R",9719,"R",9719,"A",,"A",,"A",,"R",1,"R",9719,"R",9719,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153773,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153782,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153825,"R",13,"R",84032,"R",6464,"R",1,"R",16776,"R",16776,"R",14,"R",100808,"R",7201,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153834,"R",9,"R",137353,"R",15261,"A",,"A",,"A",,"R",9,"R",137353,"R",15261,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
153861,"R",7,"R",83061,"R",11866,"R",1,"R",4000,"R",4000,"R",8,"R",87061,"R",10883,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
153922,"R",13,"R",56481,"R",4345,"A",,"A",,"A",,"R",13,"R",56481,"R",4345,"R",2,"R",4200,"R",2100,"A",,"A",,"A",,"R",2,"R",4200,"R",2100
153977,"R",37,"R",568469,"R",15364,"A",,"A",,"A",,"R",37,"R",568469,"R",15364,"R",2,"R",4750,"R",2375,"A",,"A",,"A",,"R",2,"R",4750,"R",2375
154004,"R",24,"R",496876,"R",20703,"R",6,"R",12912,"R",2152,"R",30,"R",509788,"R",16993,"R",1,"R",4000,"R",4000,"R",0,"R",0,"A",,"R",1,"R",4000,"R",4000
154013,"R",13,"R",127622,"R",9817,"R",2,"R",19899,"R",9950,"R",15,"R",147521,"R",9835,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154022,"R",2741,"R",13828024,"R",5045,"R",386,"R",3709139,"R",9609,"R",3127,"R",17537163,"R",5608,"R",4058,"R",12361896,"R",3046,"R",110,"R",398257,"R",3621,"R",4168,"R",12760153,"R",3061
154059,"R",27,"R",94720,"R",3508,"A",,"A",,"A",,"R",27,"R",94720,"R",3508,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154095,"R",132,"R",1367600,"R",10361,"R",16,"R",87763,"R",5485,"R",148,"R",1455363,"R",9834,"R",7,"R",21931,"R",3133,"R",0,"R",0,"A",,"R",7,"R",21931,"R",3133
154101,"R",12,"R",180343,"R",15029,"R",0,"R",0,"A",,"R",12,"R",180343,"R",15029,"R",2,"R",6250,"R",3125,"R",0,"R",0,"A",,"R",2,"R",6250,"R",3125
154110,"R",44,"R",156116,"R",3548,"A",,"A",,"A",,"R",44,"R",156116,"R",3548,"R",2,"R",2922,"R",1461,"A",,"A",,"A",,"R",2,"R",2922,"R",1461
154129,"R",8,"R",31987,"R",3998,"A",,"A",,"A",,"R",8,"R",31987,"R",3998,"R",6,"R",6289,"R",1048,"A",,"A",,"A",,"R",6,"R",6289,"R",1048
154156,"A",,"A",,"A",,"R",8,"R",108165,"R",13521,"R",8,"R",108165,"R",13521,"A",,"A",,"A",,"R",2,"R",6250,"R",3125,"R",2,"R",6250,"R",3125
154165,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154174,"R",0,"R",0,"A",,"R",28,"R",528781,"R",18885,"R",28,"R",528781,"R",18885,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154208,"R",5,"R",69650,"R",13930,"A",,"A",,"A",,"R",5,"R",69650,"R",13930,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154235,"R",45,"R",767487,"R",17055,"R",25,"R",171055,"R",6842,"R",70,"R",938542,"R",13408,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154262,"R",5,"R",90945,"R",18189,"A",,"A",,"A",,"R",5,"R",90945,"R",18189,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154332,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154341,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154350,"R",27,"R",409865,"R",15180,"R",3,"R",18979,"R",6326,"R",30,"R",428844,"R",14295,"R",2,"R",6000,"R",3000,"R",0,"R",0,"A",,"R",2,"R",6000,"R",3000
154378,"R",47,"R",140873,"R",2997,"A",,"A",,"A",,"R",47,"R",140873,"R",2997,"R",4,"R",4048,"R",1012,"A",,"A",,"A",,"R",4,"R",4048,"R",1012
154396,"R",18,"R",54939,"R",3052,"A",,"A",,"A",,"R",18,"R",54939,"R",3052,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154448,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154457,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154466,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154493,"R",479,"R",2412911,"R",5037,"R",66,"R",318409,"R",4824,"R",545,"R",2731320,"R",5012,"R",503,"R",1084491,"R",2156,"R",36,"R",87090,"R",2419,"R",539,"R",1171581,"R",2174
154518,"R",259,"R",1298108,"R",5012,"R",54,"R",261398,"R",4841,"R",313,"R",1559506,"R",4982,"R",946,"R",2106633,"R",2227,"R",195,"R",392145,"R",2011,"R",1141,"R",2498778,"R",2190
154527,"R",12,"R",169701,"R",14142,"R",0,"R",0,"A",,"R",12,"R",169701,"R",14142,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154536,"A",,"A",,"A",,"R",1,"R",9912,"R",9912,"R",1,"R",9912,"R",9912,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154545,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
154572,"R",48,"R",215892,"R",4498,"A",,"A",,"A",,"R",48,"R",215892,"R",4498,"R",11,"R",15971,"R",1452,"A",,"A",,"A",,"R",11,"R",15971,"R",1452
154590,"R",20,"R",184901,"R",9245,"R",1,"R",5760,"R",5760,"R",21,"R",190661,"R",9079,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
154642,"R",29,"R",54351,"R",1874,"A",,"A",,"A",,"R",29,"R",54351,"R",1874,"R",5,"R",2940,"R",588,"A",,"A",,"A",,"R",5,"R",2940,"R",588
154688,"R",10,"R",27885,"R",2789,"R",40,"R",185756,"R",4644,"R",50,"R",213641,"R",4273,"R",43,"R",70811,"R",1647,"R",33,"R",75736,"R",2295,"R",76,"R",146547,"R",1928
