UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100654,"R",535,"R",30034826,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",412119,"R",94,"R",9602226,"R",35,"R",1881911,"R",47,"R",2260989,"R",104,"R",5745103,"Z",0,"Z",0,"R",41,"R",1600051,"Z",0,"Z",0,"R",181,"R",7642372,"R",20,"R",757538,"R",5,"R",132517
100663,"R",3326,"R",194698898,"Z",0,"Z",0,"Z",0,"Z",0,"R",160,"R",8909121,"R",334,"R",38448940,"R",583,"R",35477947,"R",529,"R",36899719,"R",217,"R",13401630,"R",91,"R",5448756,"R",547,"R",17703482,"Z",0,"Z",0,"R",498,"R",20251568,"R",291,"R",14760681,"R",76,"R",3397054
100690,"R",28,"R",1808446,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",549629,"R",1,"R",275675,"R",7,"R",541069,"R",6,"R",305515,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",93981,"R",1,"R",42577,"Z",0,"Z",0
100706,"R",1000,"R",67958195,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",648314,"R",98,"R",13585455,"R",83,"R",4166850,"R",407,"R",33236585,"R",82,"R",4014890,"R",1,"R",89810,"R",111,"R",3611262,"Z",0,"Z",0,"R",187,"R",7808582,"R",16,"R",771174,"R",1,"R",25273
100724,"R",559,"R",26071487,"R",4,"R",157000,"Z",0,"Z",0,"R",100,"R",4201811,"R",65,"R",6116745,"R",36,"R",1654931,"R",24,"R",1287753,"R",78,"R",4269136,"R",2,"R",86000,"R",114,"R",3293296,"R",4,"R",127040,"R",94,"R",3459235,"R",36,"R",1342549,"R",2,"R",75991
100733,"R",85,"R",11508834,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",3881045,"R",20,"R",1902860,"R",6,"R",444821,"R",21,"R",3864385,"Z",0,"Z",0,"R",3,"R",181204,"Z",0,"Z",0,"R",20,"R",1234519,"Z",0,"Z",0,"Z",0,"Z",0
100751,"R",4469,"R",260004067,"Z",0,"Z",0,"Z",0,"Z",0,"R",189,"R",9087802,"R",570,"R",67019634,"R",545,"R",32583832,"R",482,"R",30633443,"R",552,"R",33788943,"R",222,"R",12232649,"R",691,"R",27061950,"R",24,"R",683240,"R",842,"R",29293304,"R",229,"R",12673285,"R",123,"R",4945985
100760,"R",69,"R",3998085,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",225798,"R",17,"R",1617865,"R",7,"R",333876,"R",2,"R",87272,"R",1,"R",55583,"Z",0,"Z",0,"R",13,"R",450821,"Z",0,"Z",0,"R",25,"R",1226870,"Z",0,"Z",0,"Z",0,"Z",0
100812,"R",143,"R",8568370,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1835201,"R",31,"R",2995829,"R",4,"R",252099,"R",12,"R",754912,"R",9,"R",435456,"Z",0,"Z",0,"R",7,"R",263460,"Z",0,"Z",0,"R",39,"R",1542203,"R",8,"R",394051,"R",2,"R",95159
100830,"R",312,"R",15834674,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",932410,"R",88,"R",6922850,"R",18,"R",1059380,"R",33,"R",2050280,"R",16,"R",669080,"R",3,"R",243600,"R",31,"R",812020,"R",2,"R",62750,"R",95,"R",3051744,"Z",0,"Z",0,"R",1,"R",30560
100858,"R",3811,"R",242232609,"R",27,"R",2254101,"R",242,"R",15686160,"R",124,"R",7654158,"R",512,"R",63703817,"R",375,"R",23207836,"R",587,"R",34972317,"R",597,"R",37931248,"R",31,"R",2754250,"R",330,"R",12160444,"R",3,"R",130410,"R",608,"R",23890834,"R",324,"R",15607931,"R",51,"R",2279103
100937,"R",195,"R",9904578,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1149348,"R",35,"R",3053764,"R",7,"R",389035,"R",9,"R",534528,"R",53,"R",2239702,"R",5,"R",195319,"R",16,"R",646414,"R",1,"R",30147,"R",34,"R",1228751,"R",10,"R",408138,"R",1,"R",29432
101028,"R",50,"R",3800735,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",180291,"R",14,"R",2239479,"R",2,"R",148304,"R",1,"R",48921,"R",2,"R",92000,"Z",0,"Z",0,"R",3,"R",117266,"R",1,"R",49516,"R",21,"R",842348,"R",2,"R",82610,"Z",0,"Z",0
101116,"R",21,"R",1400819,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",52000,"R",8,"R",754913,"R",2,"R",85909,"Z",0,"Z",0,"R",2,"R",80000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",427997,"Z",0,"Z",0,"Z",0,"Z",0
101143,"R",69,"R",3894878,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",945238,"R",4,"R",405123,"R",6,"R",433907,"R",3,"R",197330,"R",3,"R",148218,"Z",0,"Z",0,"R",11,"R",474342,"R",2,"R",78812,"R",25,"R",1211908,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",186,"R",10259812,"Z",0,"Z",0,"Z",0,"Z",0,"R",148,"R",8072725,"R",13,"R",1129102,"Z",0,"Z",0,"R",1,"R",56839,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",112509,"Z",0,"Z",0,"R",21,"R",888637,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",167,"R",7296861,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1078544,"R",26,"R",2403249,"R",5,"R",207954,"R",1,"R",55825,"R",54,"R",2281267,"Z",0,"Z",0,"R",11,"R",335129,"Z",0,"Z",0,"R",33,"R",934893,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",199,"R",10811200,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",910439,"R",34,"R",3217291,"R",10,"R",599622,"R",13,"R",687753,"R",21,"R",1021297,"R",1,"R",48921,"R",29,"R",1012943,"Z",0,"Z",0,"R",59,"R",2656581,"R",14,"R",656353,"Z",0,"Z",0
101286,"R",124,"R",6701316,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1450148,"R",18,"R",1748910,"R",4,"R",208059,"R",6,"R",334326,"R",3,"R",181590,"Z",0,"Z",0,"R",8,"R",380406,"Z",0,"Z",0,"R",49,"R",1955179,"R",7,"R",292018,"R",5,"R",150680
101295,"R",164,"R",8161145,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",925486,"R",30,"R",2781360,"R",8,"R",354240,"R",5,"R",263715,"R",3,"R",141757,"Z",0,"Z",0,"R",15,"R",536044,"Z",0,"Z",0,"R",67,"R",2450972,"R",16,"R",707571,"Z",0,"Z",0
101301,"R",92,"R",4382758,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",824256,"R",19,"R",1305017,"R",6,"R",264024,"R",2,"R",102688,"R",8,"R",359701,"Z",0,"Z",0,"R",17,"R",528238,"Z",0,"Z",0,"R",24,"R",896230,"R",1,"R",48921,"R",1,"R",53683
101365,"R",16,"R",869849,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",445505,"R",2,"R",200162,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",27310,"Z",0,"Z",0,"R",5,"R",196872,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",121,"R",6009240,"Z",0,"Z",0,"R",1,"R",25156,"R",12,"R",564372,"R",20,"R",2152064,"R",17,"R",832437,"R",4,"R",207385,"R",37,"R",1467385,"R",1,"R",47510,"R",22,"R",523615,"Z",0,"Z",0,"R",7,"R",189316,"Z",0,"Z",0,"Z",0,"Z",0
101453,"R",22,"R",1016131,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",103200,"R",8,"R",560522,"R",4,"R",178095,"R",1,"R",39072,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",33002,"Z",0,"Z",0,"R",4,"R",102240,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",40,"R",2161521,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",685385,"R",4,"R",466986,"R",5,"R",292826,"R",2,"R",80708,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",61682,"Z",0,"Z",0,"R",15,"R",573934,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",67,"R",4378920,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1813263,"R",8,"R",864446,"R",7,"R",449886,"R",1,"R",93678,"R",3,"R",169766,"Z",0,"Z",0,"R",3,"R",158204,"Z",0,"Z",0,"R",15,"R",745273,"Z",0,"Z",0,"R",1,"R",84404
101480,"R",593,"R",27231858,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",937450,"R",98,"R",7854696,"R",37,"R",1775221,"R",45,"R",2459278,"R",110,"R",5913930,"Z",0,"Z",0,"R",123,"R",3114353,"Z",0,"Z",0,"R",115,"R",3711590,"R",36,"R",1293456,"R",6,"R",171884
101505,"R",195,"R",10563054,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2104623,"R",9,"R",1060388,"R",13,"R",1003454,"R",6,"R",411030,"R",12,"R",760620,"Z",0,"Z",0,"R",31,"R",1224855,"Z",0,"Z",0,"R",78,"R",3706433,"R",6,"R",291651,"Z",0,"Z",0
101514,"R",217,"R",11783495,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",672632,"R",36,"R",3406533,"R",6,"R",327319,"R",22,"R",1278738,"R",28,"R",1138461,"Z",0,"Z",0,"R",15,"R",652951,"Z",0,"Z",0,"R",85,"R",3790029,"R",10,"R",516832,"Z",0,"Z",0
101541,"R",61,"R",2115504,"Z",0,"Z",0,"R",1,"R",36000,"R",14,"R",526075,"R",4,"R",323060,"R",3,"R",117952,"R",3,"R",108355,"R",4,"R",164770,"Z",0,"Z",0,"R",17,"R",381514,"R",2,"R",58109,"R",10,"R",291464,"R",3,"R",108205,"Z",0,"Z",0
101569,"R",139,"R",7671097,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",410550,"R",27,"R",2646446,"R",6,"R",331631,"R",5,"R",377160,"R",10,"R",477303,"Z",0,"Z",0,"R",17,"R",676891,"R",6,"R",319373,"R",55,"R",2207450,"R",4,"R",176321,"R",1,"R",47972
101587,"R",322,"R",14592353,"R",2,"R",59722,"R",10,"R",491210,"R",31,"R",1066737,"R",54,"R",4367454,"R",24,"R",1049439,"R",11,"R",575217,"R",52,"R",2375084,"Z",0,"Z",0,"R",54,"R",1524155,"Z",0,"Z",0,"R",59,"R",1953998,"R",20,"R",885041,"R",5,"R",244296
101602,"R",63,"R",3790960,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",68032,"R",12,"R",1303208,"R",8,"R",496544,"R",4,"R",233530,"R",13,"R",662263,"Z",0,"Z",0,"R",4,"R",138596,"Z",0,"Z",0,"R",20,"R",835104,"R",1,"R",53683,"Z",0,"Z",0
101648,"R",85,"R",4358208,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",955631,"R",12,"R",1043013,"R",5,"R",246311,"R",1,"R",82509,"R",6,"R",297776,"R",1,"R",56144,"R",19,"R",774316,"R",2,"R",99165,"R",14,"R",574527,"R",4,"R",194172,"R",1,"R",34644
101675,"R",183,"R",7815969,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",335546,"R",20,"R",1811595,"R",10,"R",578115,"R",5,"R",203049,"R",33,"R",1400687,"R",2,"R",84289,"R",46,"R",1382788,"Z",0,"Z",0,"R",58,"R",2019900,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",125,"R",5386534,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",139261,"R",21,"R",1794003,"R",14,"R",604327,"R",4,"R",197500,"R",42,"R",1485260,"R",1,"R",48960,"R",6,"R",163200,"Z",0,"Z",0,"R",33,"R",954023,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",343,"R",16981194,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1338232,"R",48,"R",4712222,"R",23,"R",1089053,"R",16,"R",886094,"R",83,"R",3863119,"R",5,"R",181187,"R",58,"R",1819643,"Z",0,"Z",0,"R",55,"R",1857273,"R",27,"R",1234371,"Z",0,"Z",0
101736,"R",105,"R",5777334,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",568136,"R",41,"R",2872893,"R",7,"R",298663,"R",5,"R",271140,"R",5,"R",219713,"Z",0,"Z",0,"R",12,"R",480480,"Z",0,"Z",0,"R",24,"R",1066309,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",456,"R",22242719,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",2944764,"R",53,"R",5559687,"R",33,"R",1600664,"R",27,"R",2028207,"R",49,"R",2539296,"R",11,"R",533721,"R",83,"R",2224802,"Z",0,"Z",0,"R",111,"R",3691686,"R",24,"R",928956,"R",5,"R",190936
101897,"R",71,"R",4284334,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",557810,"R",8,"R",944644,"R",2,"R",232084,"R",3,"R",141871,"R",4,"R",274516,"Z",0,"Z",0,"R",10,"R",372394,"R",2,"R",152786,"R",30,"R",1438674,"R",3,"R",169555,"Z",0,"Z",0
101912,"R",238,"R",8361976,"R",2,"R",84942,"R",1,"R",39523,"R",16,"R",564553,"R",48,"R",2443426,"R",25,"R",860891,"R",26,"R",1198732,"R",12,"R",475173,"R",2,"R",79750,"R",29,"R",605539,"Z",0,"Z",0,"R",65,"R",1715363,"R",11,"R",265084,"R",1,"R",29000
101994,"R",28,"R",1820710,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",484035,"R",4,"R",474123,"R",3,"R",170846,"R",2,"R",136813,"R",3,"R",75122,"Z",0,"Z",0,"R",4,"R",201400,"Z",0,"Z",0,"R",4,"R",278371,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",120,"R",6150695,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",771392,"R",15,"R",1409987,"R",4,"R",259535,"R",3,"R",149382,"R",6,"R",381997,"Z",0,"Z",0,"R",20,"R",821466,"Z",0,"Z",0,"R",56,"R",2356936,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",629,"R",38494074,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",1852794,"R",130,"R",13444200,"R",57,"R",3417540,"R",53,"R",3231658,"R",115,"R",6674705,"R",4,"R",197500,"R",29,"R",1100126,"R",5,"R",159881,"R",181,"R",7597297,"R",19,"R",759301,"R",2,"R",59072
102058,"P",33,"P",948384,"Z",0,"Z",0,"Z",0,"Z",0,"P",4,"P",185440,"Z",0,"Z",0,"P",2,"P",89260,"Z",0,"Z",0,"P",4,"P",88036,"P",1,"P",18341,"P",9,"P",173790,"Z",0,"Z",0,"P",7,"P",251881,"P",6,"P",141636,"Z",0,"Z",0
102067,"R",183,"R",10693065,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",442671,"R",59,"R",4709935,"R",1,"R",47016,"R",12,"R",875926,"R",4,"R",190924,"Z",0,"Z",0,"R",8,"R",274325,"Z",0,"Z",0,"R",71,"R",3399367,"R",20,"R",752901,"Z",0,"Z",0
102076,"R",66,"R",3703235,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",132257,"R",18,"R",1624409,"R",2,"R",100688,"R",3,"R",154584,"R",4,"R",146468,"Z",0,"Z",0,"R",11,"R",437299,"Z",0,"Z",0,"R",25,"R",1056709,"R",1,"R",50821,"Z",0,"Z",0
102094,"R",1156,"R",59533353,"Z",0,"Z",0,"Z",0,"Z",0,"R",197,"R",8432894,"R",152,"R",17431061,"R",115,"R",6424753,"R",72,"R",3974286,"R",79,"R",6421537,"R",13,"R",620891,"R",179,"R",4905343,"R",4,"R",170134,"R",230,"R",7124801,"R",107,"R",3751866,"R",8,"R",275787
102234,"R",120,"R",6020464,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",460332,"R",30,"R",2613712,"R",8,"R",412894,"R",5,"R",246693,"R",32,"R",1175730,"R",1,"R",70557,"R",12,"R",346477,"Z",0,"Z",0,"R",22,"R",656537,"R",1,"R",37532,"Z",0,"Z",0
102270,"R",85,"R",3408679,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",161100,"R",14,"R",1014045,"R",9,"R",358000,"R",3,"R",133000,"R",13,"R",533290,"Z",0,"Z",0,"R",16,"R",401444,"R",1,"R",30000,"R",24,"R",777800,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",106,"R",4552620,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",140800,"R",42,"R",2512925,"R",1,"R",71400,"R",2,"R",79560,"R",14,"R",529668,"R",1,"R",40800,"R",20,"R",453129,"R",1,"R",32640,"R",16,"R",513532,"R",5,"R",143166,"R",1,"R",35000
102313,"R",76,"R",3881715,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",267696,"R",21,"R",1724099,"R",4,"R",278584,"R",4,"R",142516,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",334278,"Z",0,"Z",0,"R",30,"R",1134542,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",910,"R",45230867,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",3297479,"R",154,"R",12465573,"R",55,"R",2472968,"R",65,"R",3288588,"R",191,"R",10779090,"R",5,"R",306823,"R",42,"R",1738088,"R",34,"R",1440226,"R",293,"R",9230713,"R",3,"R",104594,"R",4,"R",106725
102377,"R",362,"R",13655123,"R",21,"R",681396,"R",4,"R",216332,"R",98,"R",4367991,"R",18,"R",1151478,"R",42,"R",1524684,"R",11,"R",446831,"R",56,"R",1708728,"R",2,"R",163491,"R",29,"R",949837,"R",1,"R",52011,"R",72,"R",2059704,"R",8,"R",332640,"Z",0,"Z",0
102395,"R",30,"R",1682896,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",425834,"R",7,"R",673663,"R",1,"R",44440,"R",3,"R",187938,"R",3,"R",164468,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",110074,"R",1,"R",45000,"R",1,"R",31479
102429,"R",147,"R",7337725,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",577993,"R",31,"R",2559121,"R",14,"R",625035,"R",6,"R",310576,"R",12,"R",510911,"Z",0,"Z",0,"R",25,"R",843109,"Z",0,"Z",0,"R",45,"R",1910980,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",1058,"R",64555507,"R",81,"R",4408933,"R",84,"R",4077006,"R",59,"R",4447516,"R",118,"R",12156499,"R",35,"R",2280275,"R",88,"R",5419037,"R",94,"R",5464145,"R",9,"R",622694,"R",30,"R",1596551,"R",11,"R",514738,"R",380,"R",19914776,"R",61,"R",3211996,"R",8,"R",441341
102580,"R",5,"R",233000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",96000,"Z",0,"Z",0,"R",2,"R",86000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51000,"Z",0,"Z",0
102614,"R",1364,"R",93533606,"R",457,"R",31536689,"R",108,"R",7104176,"R",49,"R",3679399,"R",155,"R",15803546,"R",52,"R",3785308,"R",69,"R",4879240,"R",66,"R",3934478,"R",6,"R",560044,"R",31,"R",1737903,"R",1,"R",43826,"R",260,"R",14053713,"R",88,"R",5205022,"R",22,"R",1210262
102632,"R",196,"R",11520988,"R",4,"R",144730,"R",1,"R",46539,"R",12,"R",672301,"R",38,"R",3408477,"R",19,"R",1180256,"R",19,"R",1090658,"R",9,"R",484997,"Z",0,"Z",0,"R",20,"R",797170,"Z",0,"Z",0,"R",60,"R",3046173,"R",14,"R",649687,"Z",0,"Z",0
102669,"R",67,"R",4052599,"R",1,"R",70000,"Z",0,"Z",0,"R",22,"R",930153,"R",13,"R",1320308,"R",5,"R",232232,"R",6,"R",361863,"R",9,"R",670386,"Z",0,"Z",0,"R",2,"R",64139,"R",2,"R",87307,"R",7,"R",316211,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",145,"R",7119772,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1534274,"R",22,"R",975759,"R",3,"R",115336,"R",26,"R",1172657,"Z",0,"Z",0,"R",3,"R",103334,"R",36,"R",1900059,"R",34,"R",1318353,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",20,"R",1011948,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",225464,"R",2,"R",104513,"R",1,"R",44000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",637971,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",171,"R",15133009,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",51,"R",6703958,"R",40,"R",2842277,"R",39,"R",3000484,"R",6,"R",367828,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",89170,"R",34,"R",2129292,"Z",0,"Z",0,"Z",0,"Z",0
103893,"R",14,"R",737773,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",548452,"R",4,"R",189321,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",24,"R",1456230,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",958429,"R",7,"R",348067,"Z",0,"Z",0,"R",1,"R",75000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",74734,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",9,"R",567780,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",342891,"R",4,"R",184641,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40248,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",10,"R",368540,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",73708,"R",2,"R",73708,"R",2,"R",73708,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",147416,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",60,"R",3970421,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",1310000,"R",12,"R",681933,"R",4,"R",238816,"R",23,"R",1300715,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",368957,"R",1,"R",70000,"Z",0,"Z",0
104151,"R",6249,"R",412583595,"R",99,"R",10267197,"R",2,"R",445000,"R",277,"R",15686028,"R",1345,"R",146872943,"R",1038,"R",54760801,"R",1359,"R",82764701,"R",772,"R",42152666,"R",63,"R",4810160,"R",207,"R",8877363,"R",25,"R",1083629,"R",835,"R",35119573,"R",177,"R",7867490,"R",50,"R",1876044
104160,"R",312,"R",14536202,"R",4,"R",185511,"R",7,"R",371458,"R",18,"R",921508,"R",52,"R",3907324,"R",12,"R",554478,"R",25,"R",1178602,"R",43,"R",2087440,"R",2,"R",96105,"R",49,"R",1688466,"Z",0,"Z",0,"R",84,"R",2896175,"R",13,"R",498436,"R",3,"R",150699
104179,"R",6494,"R",376642739,"R",427,"R",26290788,"R",24,"R",2605650,"R",745,"R",42019410,"R",143,"R",27638010,"R",1214,"R",73126960,"R",1242,"R",81571161,"R",365,"R",30061083,"R",109,"R",7447576,"R",706,"R",22960212,"R",24,"R",753972,"R",1047,"R",44492501,"R",330,"R",13510633,"R",118,"R",4164783
104188,"R",22,"R",730000,"Z",0,"Z",0,"R",6,"R",200000,"R",2,"R",50000,"R",2,"R",75000,"R",2,"R",60000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",180000,"R",1,"R",65000,"R",2,"R",55000,"R",1,"R",45000,"Z",0,"Z",0
104346,"R",273,"R",14274743,"Z",0,"Z",0,"Z",0,"Z",0,"R",68,"R",3374450,"R",52,"R",4232702,"R",9,"R",535691,"R",23,"R",1288051,"R",14,"R",663639,"R",2,"R",101404,"R",49,"R",1812859,"Z",0,"Z",0,"R",56,"R",2265947,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",247,"R",12114450,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1156869,"R",54,"R",4219149,"R",13,"R",641158,"R",19,"R",982372,"R",27,"R",1143121,"R",1,"R",70252,"R",31,"R",1015845,"Z",0,"Z",0,"R",55,"R",1997125,"R",21,"R",888559,"Z",0,"Z",0
104577,"R",146,"R",9531898,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",924272,"R",23,"R",2771844,"R",18,"R",1027144,"R",9,"R",763043,"R",19,"R",1150101,"R",2,"R",111790,"R",30,"R",1430497,"Z",0,"Z",0,"R",30,"R",1353207,"Z",0,"Z",0,"Z",0,"Z",0
104586,"R",289,"R",16235909,"Z",0,"Z",0,"Z",0,"Z",0,"R",122,"R",6313490,"R",45,"R",4609311,"R",9,"R",513450,"R",3,"R",146183,"R",16,"R",892835,"R",2,"R",100958,"R",32,"R",1159016,"Z",0,"Z",0,"R",39,"R",1461919,"R",15,"R",750991,"R",6,"R",287756
104665,"R",5,"R",387890,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",46340,"R",3,"R",285000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104708,"R",340,"R",18476403,"Z",0,"Z",0,"Z",0,"Z",0,"R",118,"R",5790440,"R",41,"R",3945794,"R",14,"R",818159,"R",51,"R",2725474,"R",9,"R",389093,"R",2,"R",91659,"R",41,"R",1730019,"Z",0,"Z",0,"R",54,"R",2417802,"R",10,"R",567963,"Z",0,"Z",0
104717,"R",1028,"R",49925113,"Z",0,"Z",0,"Z",0,"Z",0,"R",88,"R",4484838,"R",154,"R",13847563,"R",41,"R",1909741,"R",16,"R",795098,"R",124,"R",8100816,"R",34,"R",1661622,"R",395,"R",12859170,"R",4,"R",173496,"R",77,"R",2961163,"R",88,"R",2906987,"R",7,"R",224619
105136,"R",499,"R",38312059,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",4564566,"R",122,"R",13830017,"R",60,"R",4046465,"R",112,"R",8838982,"R",15,"R",1375785,"R",1,"R",71269,"R",19,"R",1002144,"Z",0,"Z",0,"R",84,"R",4345869,"R",5,"R",236962,"Z",0,"Z",0
105145,"R",200,"R",11864083,"Z",0,"Z",0,"Z",0,"Z",0,"R",86,"R",4548620,"R",31,"R",3120511,"R",10,"R",617756,"R",19,"R",974081,"R",3,"R",140010,"R",1,"R",58213,"R",13,"R",740264,"Z",0,"Z",0,"R",35,"R",1556323,"R",2,"R",108305,"Z",0,"Z",0
