UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
141060,"R",393,"R",24172436,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1432616,"R",71,"R",8527421,"R",45,"R",2819730,"R",27,"R",1762272,"R",15,"R",746937,"R",5,"R",287942,"R",66,"R",2373089,"Z",0,"Z",0,"R",124,"R",5610325,"R",13,"R",521021,"R",3,"R",91083
141167,"R",78,"R",3770264,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1035853,"R",3,"R",493204,"R",11,"R",582522,"R",2,"R",125807,"R",17,"R",729572,"R",2,"R",75000,"R",3,"R",84440,"Z",0,"Z",0,"R",16,"R",617816,"Z",0,"Z",0,"R",1,"R",26050
141185,"R",81,"R",3277405,"R",1,"R",49442,"Z",0,"Z",0,"R",7,"R",229830,"R",26,"R",1553216,"R",4,"R",161086,"R",3,"R",92688,"R",9,"R",262639,"Z",0,"Z",0,"R",10,"R",256479,"Z",0,"Z",0,"R",13,"R",370125,"R",8,"R",301900,"Z",0,"Z",0
141237,"R",89,"R",3442518,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",176938,"R",12,"R",1040077,"Z",0,"Z",0,"R",3,"R",94863,"R",9,"R",273819,"Z",0,"Z",0,"R",16,"R",360104,"R",3,"R",90319,"R",36,"R",1235051,"R",6,"R",171347,"Z",0,"Z",0
141255,"R",163,"R",7469463,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",465075,"R",64,"R",4065577,"R",8,"R",257819,"R",7,"R",365410,"R",13,"R",615993,"Z",0,"Z",0,"R",23,"R",616983,"Z",0,"Z",0,"R",38,"R",1082606,"Z",0,"Z",0,"Z",0,"Z",0
141264,"R",705,"R",33381908,"Z",0,"Z",0,"Z",0,"Z",0,"R",99,"R",3813950,"R",156,"R",13658570,"R",19,"R",921809,"R",52,"R",2516668,"R",33,"R",1643295,"R",10,"R",409686,"R",142,"R",4085897,"Z",0,"Z",0,"R",151,"R",4730710,"R",43,"R",1601323,"Z",0,"Z",0
141325,"R",94,"R",4249645,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",991235,"R",17,"R",1189245,"R",11,"R",497725,"R",4,"R",192925,"R",8,"R",312010,"R",3,"R",147160,"R",10,"R",310565,"R",2,"R",70700,"R",13,"R",416855,"R",3,"R",94185,"R",1,"R",27040
141334,"R",1130,"R",52796845,"Z",0,"Z",0,"Z",0,"Z",0,"R",167,"R",7621006,"R",208,"R",17578813,"R",57,"R",2980735,"R",57,"R",3251863,"R",86,"R",4130853,"R",15,"R",765525,"R",269,"R",6795451,"R",1,"R",52002,"R",211,"R",7197917,"R",59,"R",2422680,"Z",0,"Z",0
141361,"R",111,"R",5846414,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",794431,"R",35,"R",2632279,"R",2,"R",112298,"R",7,"R",331195,"R",25,"R",1173735,"R",2,"R",126081,"R",2,"R",72134,"Z",0,"Z",0,"R",16,"R",604261,"Z",0,"Z",0,"Z",0,"Z",0
141486,"R",190,"R",10711750,"R",5,"R",310342,"R",1,"R",54924,"R",25,"R",1217661,"R",40,"R",4057797,"R",9,"R",488015,"R",17,"R",930753,"R",22,"R",1075162,"R",2,"R",101963,"R",25,"R",726982,"R",2,"R",62288,"R",42,"R",1685863,"Z",0,"Z",0,"Z",0,"Z",0
141565,"R",333,"R",21653208,"Z",0,"Z",0,"Z",0,"Z",0,"R",51,"R",3918312,"R",28,"R",3819732,"R",36,"R",2238468,"R",16,"R",1253772,"R",65,"R",4209960,"R",5,"R",413016,"R",64,"R",2711868,"R",2,"R",72660,"R",55,"R",2420184,"R",11,"R",595236,"Z",0,"Z",0
141574,"R",2580,"R",191655744,"R",170,"R",24553788,"R",43,"R",3739980,"R",526,"R",42539544,"R",153,"R",21970968,"R",376,"R",22076472,"R",291,"R",20219052,"R",338,"R",23950392,"R",38,"R",2966340,"R",323,"R",14248056,"R",26,"R",1426728,"R",204,"R",9004008,"R",81,"R",4396620,"R",11,"R",563796
141644,"R",313,"R",18867059,"R",17,"R",717360,"Z",0,"Z",0,"R",100,"R",4362855,"R",66,"R",7455769,"R",25,"R",1428129,"R",25,"R",1363759,"R",22,"R",1259487,"R",2,"R",98000,"R",22,"R",775299,"Z",0,"Z",0,"R",30,"R",1243898,"R",1,"R",30313,"R",3,"R",132190
141680,"R",205,"R",13211892,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",5009676,"R",15,"R",1699632,"R",12,"R",706692,"R",15,"R",1112160,"R",27,"R",1892364,"R",1,"R",112920,"R",29,"R",1188084,"R",2,"R",62112,"R",31,"R",1279236,"R",2,"R",107712,"R",1,"R",41304
141796,"R",236,"R",14957520,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",4406712,"R",17,"R",1791360,"R",21,"R",1197660,"R",16,"R",1137060,"R",47,"R",3139572,"Z",0,"Z",0,"R",33,"R",1368768,"Z",0,"Z",0,"R",39,"R",1602492,"R",5,"R",272592,"R",1,"R",41304
141802,"R",98,"R",5957892,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1396980,"R",10,"R",1073232,"R",4,"R",283248,"R",2,"R",132240,"R",17,"R",1159740,"Z",0,"Z",0,"R",16,"R",664572,"R",1,"R",44172,"R",20,"R",827724,"R",4,"R",207852,"R",4,"R",168132
141811,"R",190,"R",12092400,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2926548,"R",13,"R",1452396,"R",13,"R",829980,"R",6,"R",489696,"R",43,"R",3185352,"Z",0,"Z",0,"R",26,"R",1119504,"R",2,"R",106620,"R",35,"R",1515744,"R",4,"R",218736,"R",6,"R",247824
141839,"R",164,"R",9913716,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",2508096,"R",12,"R",1219332,"R",17,"R",961728,"R",7,"R",461616,"R",44,"R",2668440,"Z",0,"Z",0,"R",18,"R",717312,"Z",0,"Z",0,"R",24,"R",961572,"R",3,"R",164880,"R",6,"R",250740
141963,"R",514,"R",45641232,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",2405508,"R",86,"R",12638184,"R",172,"R",12695160,"R",150,"R",13014564,"R",36,"R",2508672,"R",1,"R",87192,"R",2,"R",195768,"R",1,"R",104196,"R",36,"R",1991988,"Z",0,"Z",0,"Z",0,"Z",0
141981,"R",168,"R",12454656,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",2039580,"R",12,"R",1568184,"R",27,"R",1893840,"R",12,"R",1001748,"R",61,"R",4540620,"R",1,"R",70128,"R",12,"R",565116,"Z",0,"Z",0,"R",6,"R",277980,"R",6,"R",292536,"R",5,"R",204924
141990,"R",113,"R",7217124,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1707624,"R",10,"R",1079400,"R",11,"R",670344,"R",4,"R",286512,"R",22,"R",1628604,"Z",0,"Z",0,"R",21,"R",926004,"R",2,"R",82176,"R",17,"R",701112,"R",1,"R",53856,"R",2,"R",81492
142054,"R",17,"R",1109376,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",811874,"R",4,"R",225742,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",71760,"Z",0,"Z",0,"Z",0,"Z",0
142090,"R",15,"R",677808,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",38167,"R",5,"R",333981,"R",2,"R",83027,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40000,"R",2,"R",78000,"R",4,"R",104633,"Z",0,"Z",0,"Z",0,"Z",0
142115,"R",1720,"R",99742453,"R",30,"R",2013026,"Z",0,"Z",0,"R",323,"R",17109400,"R",97,"R",13110554,"R",307,"R",17677596,"R",251,"R",15855149,"R",200,"R",15589828,"R",28,"R",1660586,"R",150,"R",4476379,"R",2,"R",74818,"R",262,"R",9505417,"R",65,"R",2531942,"R",5,"R",137758
142179,"R",101,"R",5025723,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",95652,"R",26,"R",2031516,"R",5,"R",214989,"R",9,"R",413953,"R",13,"R",562341,"Z",0,"Z",0,"R",8,"R",264098,"Z",0,"Z",0,"R",33,"R",1256827,"R",5,"R",186347,"Z",0,"Z",0
142276,"R",1085,"R",55916024,"R",7,"R",687037,"Z",0,"Z",0,"R",142,"R",6569451,"R",218,"R",19681330,"R",83,"R",4158336,"R",104,"R",5838976,"R",64,"R",3179750,"R",41,"R",2272223,"R",147,"R",4172812,"Z",0,"Z",0,"R",212,"R",7108025,"R",59,"R",1998110,"R",8,"R",249974
142285,"R",1866,"R",105613611,"R",42,"R",3779121,"R",124,"R",8736088,"R",161,"R",8225154,"R",185,"R",20722903,"R",185,"R",11363360,"R",358,"R",18707455,"R",255,"R",12508177,"R",11,"R",581383,"R",121,"R",3698531,"R",9,"R",310734,"R",274,"R",10741142,"R",101,"R",4385742,"R",40,"R",1853821
142294,"R",140,"R",6623212,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",355278,"R",30,"R",2382153,"R",14,"R",706417,"R",6,"R",285200,"R",35,"R",1440865,"R",5,"R",177163,"R",23,"R",626695,"Z",0,"Z",0,"R",18,"R",571774,"R",2,"R",77667,"Z",0,"Z",0
142328,"R",244,"R",11436404,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2186238,"R",16,"R",1706155,"R",18,"R",964999,"R",21,"R",1011528,"R",35,"R",1770348,"R",2,"R",90854,"R",28,"R",864668,"Z",0,"Z",0,"R",70,"R",2289413,"R",12,"R",509228,"R",1,"R",42973
142443,"R",362,"R",17236630,"Z",0,"Z",0,"Z",0,"Z",0,"R",75,"R",2778928,"R",37,"R",3411769,"R",41,"R",1896976,"R",27,"R",1764424,"R",60,"R",2725848,"R",6,"R",317858,"R",46,"R",1408603,"Z",0,"Z",0,"R",54,"R",2164017,"R",15,"R",717788,"R",1,"R",50419
142461,"R",174,"R",7957262,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",515750,"R",24,"R",2004036,"R",19,"R",878967,"R",16,"R",715764,"R",38,"R",1606852,"R",2,"R",91165,"R",12,"R",426625,"Z",0,"Z",0,"R",54,"R",1718103,"Z",0,"Z",0,"Z",0,"Z",0
142522,"R",728,"R",43346083,"Z",0,"Z",0,"Z",0,"Z",0,"R",69,"R",5081110,"R",83,"R",7468250,"R",70,"R",4443152,"R",75,"R",5221192,"R",76,"R",5084233,"R",13,"R",1165853,"R",100,"R",4457651,"R",4,"R",113789,"R",171,"R",7146890,"R",53,"R",2474219,"R",14,"R",689744
142559,"R",424,"R",17432847,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",2631372,"R",69,"R",4734736,"R",36,"R",1637587,"R",20,"R",977906,"R",72,"R",3192775,"R",4,"R",171820,"R",59,"R",1555438,"R",1,"R",53971,"R",49,"R",1618053,"R",17,"R",711718,"R",7,"R",147471
142832,"R",123,"R",9592659,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",1061443,"R",45,"R",5380049,"R",8,"R",480225,"R",9,"R",598078,"R",30,"R",1265842,"Z",0,"Z",0,"R",3,"R",153521,"Z",0,"Z",0,"R",13,"R",613501,"R",1,"R",40000,"Z",0,"Z",0
142887,"R",26,"R",1807082,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",35431,"R",8,"R",874518,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",501669,"R",9,"R",395464,"Z",0,"Z",0,"Z",0,"Z",0
142957,"R",8,"R",588994,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",145096,"R",3,"R",360698,"R",1,"R",52000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",31200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
143048,"R",429,"R",26969461,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",3102457,"R",73,"R",8694876,"R",90,"R",5280124,"R",41,"R",2554345,"R",55,"R",2831327,"R",5,"R",318134,"R",17,"R",700210,"Z",0,"Z",0,"R",88,"R",3487988,"Z",0,"Z",0,"Z",0,"Z",0
143084,"R",341,"R",16808270,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",749852,"R",90,"R",6696355,"R",2,"R",118655,"R",15,"R",818443,"R",50,"R",3057457,"R",4,"R",192407,"R",90,"R",2562638,"Z",0,"Z",0,"R",60,"R",1999008,"R",13,"R",581069,"R",1,"R",32386
143118,"R",278,"R",19441304,"Z",0,"Z",0,"Z",0,"Z",0,"R",47,"R",3269402,"R",36,"R",5384714,"R",29,"R",2192241,"R",15,"R",965460,"R",74,"R",4247261,"R",4,"R",238592,"R",26,"R",1368453,"R",3,"R",90293,"R",44,"R",1684888,"Z",0,"Z",0,"Z",0,"Z",0
143215,"R",247,"R",13024161,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",324252,"R",13,"R",1228852,"R",40,"R",1913219,"R",31,"R",2105382,"R",60,"R",2857899,"R",8,"R",342780,"R",58,"R",3033112,"Z",0,"Z",0,"R",31,"R",1218665,"Z",0,"Z",0,"Z",0,"Z",0
143233,"R",17,"R",960280,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",76565,"R",6,"R",508546,"Z",0,"Z",0,"R",2,"R",102712,"R",1,"R",50937,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",221520,"Z",0,"Z",0,"Z",0,"Z",0
143279,"R",185,"R",9466539,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",410405,"R",9,"R",1085483,"R",33,"R",1525562,"R",25,"R",1422267,"R",49,"R",2471256,"R",1,"R",80000,"R",36,"R",1475744,"R",4,"R",192117,"R",19,"R",803705,"Z",0,"Z",0,"Z",0,"Z",0
143288,"R",59,"R",3189744,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",99170,"R",23,"R",1719925,"R",3,"R",117309,"R",4,"R",181725,"R",9,"R",363904,"R",1,"R",39148,"R",1,"R",39015,"R",4,"R",151500,"R",10,"R",386808,"R",2,"R",91240,"Z",0,"Z",0
143297,"R",19,"R",1201079,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",392760,"R",4,"R",479272,"Z",0,"Z",0,"R",2,"R",108160,"R",1,"R",56403,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",164484,"Z",0,"Z",0,"Z",0,"Z",0
143358,"R",607,"R",32345326,"Z",0,"Z",0,"R",16,"R",1170336,"R",125,"R",6518421,"R",52,"R",5847519,"R",20,"R",1259215,"R",40,"R",2652712,"R",71,"R",4805287,"Z",0,"Z",0,"R",113,"R",4261338,"Z",0,"Z",0,"R",143,"R",4095841,"R",27,"R",1734657,"Z",0,"Z",0
143613,"R",119,"R",5136730,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",276620,"R",22,"R",1666090,"R",12,"R",432320,"R",10,"R",433120,"R",18,"R",791960,"R",2,"R",76050,"R",25,"R",821780,"Z",0,"Z",0,"R",22,"R",638790,"Z",0,"Z",0,"Z",0,"Z",0
143659,"R",47,"R",2578328,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",282308,"R",13,"R",1076585,"R",3,"R",164560,"R",2,"R",129210,"R",17,"R",739770,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",185895,"Z",0,"Z",0
143853,"R",364,"R",30580302,"R",6,"R",341172,"Z",0,"Z",0,"R",28,"R",1654697,"R",91,"R",15206223,"R",25,"R",1747290,"R",24,"R",1983016,"R",6,"R",395365,"R",11,"R",703213,"R",89,"R",4282292,"Z",0,"Z",0,"R",84,"R",4267034,"Z",0,"Z",0,"Z",0,"Z",0
143978,"R",136,"R",8905993,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1646607,"R",59,"R",5250304,"R",2,"R",110000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1016476,"R",17,"R",882606,"Z",0,"Z",0,"Z",0,"Z",0
144005,"R",423,"R",27813761,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",3544069,"R",63,"R",7224114,"R",54,"R",2797873,"R",13,"R",822780,"R",44,"R",2714617,"R",19,"R",1231752,"R",71,"R",3901821,"Z",0,"Z",0,"R",47,"R",2403841,"R",31,"R",2580308,"R",11,"R",592586
144014,"R",28,"R",1839994,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",408385,"R",7,"R",727299,"R",2,"R",120882,"R",2,"R",118081,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",465347,"Z",0,"Z",0,"Z",0,"Z",0
144050,"R",6204,"R",504090217,"R",932,"R",60789932,"Z",0,"Z",0,"R",739,"R",60490557,"R",1237,"R",147960693,"R",743,"R",56271830,"R",878,"R",72376731,"R",566,"R",42186191,"R",128,"R",9307648,"R",234,"R",15240161,"R",17,"R",1098574,"R",550,"R",26330297,"R",124,"R",8601444,"R",56,"R",3436159
144157,"R",155,"R",9192708,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1930091,"R",10,"R",936374,"R",24,"R",1390358,"R",6,"R",375139,"R",18,"R",1126509,"Z",0,"Z",0,"R",36,"R",1990060,"R",4,"R",308675,"R",25,"R",1135502,"Z",0,"Z",0,"Z",0,"Z",0
144166,"R",192,"R",12333991,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",2295108,"R",24,"R",2312382,"R",28,"R",1506459,"R",11,"R",833243,"R",26,"R",1533646,"R",12,"R",819068,"R",36,"R",2108316,"Z",0,"Z",0,"R",20,"R",925769,"Z",0,"Z",0,"Z",0,"Z",0
144175,"R",137,"R",8086099,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1791020,"R",11,"R",1002770,"R",18,"R",989522,"R",8,"R",542000,"R",16,"R",1029794,"R",1,"R",70000,"R",25,"R",1381348,"Z",0,"Z",0,"R",29,"R",1279645,"Z",0,"Z",0,"Z",0,"Z",0
144184,"R",179,"R",10719069,"Z",0,"Z",0,"Z",0,"Z",0,"R",52,"R",3147189,"R",17,"R",1557579,"R",20,"R",1186393,"R",4,"R",309305,"R",25,"R",1618861,"R",1,"R",70000,"R",31,"R",1559370,"Z",0,"Z",0,"R",29,"R",1270372,"Z",0,"Z",0,"Z",0,"Z",0
144193,"R",144,"R",8490308,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1472990,"R",14,"R",1195373,"R",25,"R",1472085,"R",7,"R",468307,"R",13,"R",887169,"R",1,"R",70000,"R",33,"R",1765043,"Z",0,"Z",0,"R",27,"R",1159341,"Z",0,"Z",0,"Z",0,"Z",0
144209,"R",164,"R",9577496,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2405286,"R",10,"R",1008806,"R",26,"R",1489081,"R",8,"R",511031,"R",23,"R",1465882,"R",1,"R",70000,"R",22,"R",1211010,"Z",0,"Z",0,"R",34,"R",1416400,"Z",0,"Z",0,"Z",0,"Z",0
144218,"R",175,"R",10271291,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",2002276,"R",15,"R",1362853,"R",26,"R",1426035,"R",9,"R",633683,"R",16,"R",1002442,"R",2,"R",141752,"R",35,"R",1866666,"Z",0,"Z",0,"R",40,"R",1835584,"Z",0,"Z",0,"Z",0,"Z",0
144281,"R",540,"R",36816983,"Z",0,"Z",0,"Z",0,"Z",0,"R",91,"R",5203873,"R",111,"R",12321723,"R",59,"R",4199544,"R",49,"R",3853182,"R",141,"R",6996551,"Z",0,"Z",0,"R",6,"R",292609,"R",2,"R",72142,"R",75,"R",3511522,"R",6,"R",365837,"Z",0,"Z",0
144351,"R",247,"R",13325375,"R",2,"R",142244,"Z",0,"Z",0,"R",23,"R",933789,"R",36,"R",3347822,"R",12,"R",723486,"R",8,"R",447888,"R",27,"R",1354227,"Z",0,"Z",0,"R",26,"R",925834,"Z",0,"Z",0,"R",113,"R",5450085,"Z",0,"Z",0,"Z",0,"Z",0
144485,"R",24,"R",1441159,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",291146,"R",4,"R",438455,"R",4,"R",229953,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",27052,"R",6,"R",319908,"R",3,"R",134645,"Z",0,"Z",0,"Z",0,"Z",0
144500,"R",238,"R",19552371,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",867236,"R",27,"R",3379176,"R",57,"R",4007231,"R",71,"R",5911598,"R",47,"R",3762705,"R",1,"R",90000,"R",11,"R",947450,"R",1,"R",50000,"R",10,"R",536975,"Z",0,"Z",0,"Z",0,"Z",0
144564,"R",124,"R",6002857,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",181472,"R",12,"R",1081022,"R",18,"R",836581,"R",10,"R",582357,"R",34,"R",1680596,"Z",0,"Z",0,"R",22,"R",770749,"R",7,"R",260569,"R",18,"R",609511,"Z",0,"Z",0,"Z",0,"Z",0
144740,"R",1443,"R",106151161,"Z",0,"Z",0,"Z",0,"Z",0,"R",226,"R",14422752,"R",259,"R",31873729,"R",216,"R",15094118,"R",176,"R",13324518,"R",190,"R",14014416,"Z",0,"Z",0,"R",91,"R",3856079,"Z",0,"Z",0,"R",257,"R",11291077,"R",22,"R",2023162,"R",6,"R",251310
144777,"R",205,"R",15020431,"Z",0,"Z",0,"Z",0,"Z",0,"R",73,"R",4312767,"R",28,"R",3016898,"R",82,"R",6266539,"R",14,"R",1039635,"R",2,"R",101088,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",283504,"Z",0,"Z",0,"Z",0,"Z",0
144865,"R",662,"R",45426148,"Z",0,"Z",0,"Z",0,"Z",0,"R",113,"R",8569914,"R",23,"R",3544627,"R",66,"R",4522612,"R",57,"R",4850536,"R",124,"R",9633134,"R",2,"R",190467,"R",98,"R",4943359,"R",33,"R",2059579,"R",146,"R",7111920,"Z",0,"Z",0,"Z",0,"Z",0
144883,"R",31,"R",1917327,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",702264,"R",5,"R",539150,"R",4,"R",312119,"R",3,"R",168650,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",87668,"Z",0,"Z",0,"R",3,"R",107476
144892,"R",700,"R",36686875,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2293198,"R",32,"R",3894919,"R",79,"R",4177277,"R",55,"R",3256380,"R",124,"R",6908278,"R",17,"R",812462,"R",159,"R",6031683,"R",4,"R",162148,"R",142,"R",5696310,"R",46,"R",3338950,"R",4,"R",115270
144944,"R",332,"R",23735758,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",765133,"R",115,"R",11194727,"R",11,"R",518799,"R",35,"R",2656493,"R",42,"R",2469753,"Z",0,"Z",0,"R",38,"R",1845274,"Z",0,"Z",0,"R",67,"R",3438864,"R",12,"R",846715,"Z",0,"Z",0
144962,"R",252,"R",13823084,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",619876,"R",43,"R",4129269,"R",11,"R",661281,"R",9,"R",460647,"R",49,"R",2559121,"R",2,"R",104291,"R",44,"R",1712075,"Z",0,"Z",0,"R",73,"R",2914231,"R",11,"R",600704,"R",1,"R",61589
144971,"R",65,"R",3192164,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",764712,"R",9,"R",945070,"R",6,"R",305729,"R",4,"R",238623,"R",10,"R",399813,"R",1,"R",44333,"R",4,"R",114808,"R",1,"R",39375,"R",8,"R",235451,"R",3,"R",104250,"Z",0,"Z",0
145239,"R",21,"R",1252517,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",129720,"R",5,"R",503709,"R",4,"R",187040,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",283863,"R",4,"R",148185,"Z",0,"Z",0,"Z",0,"Z",0
145275,"R",43,"R",2943045,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",259671,"R",16,"R",1550238,"R",2,"R",126621,"R",1,"R",76500,"R",4,"R",260832,"Z",0,"Z",0,"R",3,"R",124455,"Z",0,"Z",0,"R",12,"R",544728,"Z",0,"Z",0,"Z",0,"Z",0
145336,"R",419,"R",21681399,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",2495767,"R",51,"R",6628209,"R",78,"R",4089469,"R",17,"R",1174180,"R",47,"R",2289748,"Z",0,"Z",0,"R",66,"R",1482019,"R",4,"R",92050,"R",83,"R",2908791,"R",6,"R",280914,"R",13,"R",240252
145372,"R",113,"R",4923250,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",399429,"R",20,"R",1517779,"R",4,"R",196553,"R",4,"R",160946,"R",32,"R",1214012,"Z",0,"Z",0,"R",2,"R",40911,"Z",0,"Z",0,"R",38,"R",1264162,"R",4,"R",129458,"Z",0,"Z",0
145497,"R",31,"R",1710309,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",62100,"R",10,"R",962907,"R",4,"R",166218,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",311888,"Z",0,"Z",0,"R",5,"R",207196,"Z",0,"Z",0,"Z",0,"Z",0
145521,"R",93,"R",4470048,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",407641,"R",22,"R",1751588,"R",2,"R",77516,"R",5,"R",245233,"R",15,"R",637368,"Z",0,"Z",0,"R",14,"R",400879,"Z",0,"Z",0,"R",24,"R",843389,"R",3,"R",106434,"Z",0,"Z",0
145558,"R",258,"R",16577212,"R",1,"R",83063,"Z",0,"Z",0,"R",12,"R",675659,"R",74,"R",6511445,"R",12,"R",879904,"R",37,"R",2185090,"R",15,"R",873216,"R",13,"R",795285,"R",15,"R",591864,"Z",0,"Z",0,"R",68,"R",3244227,"R",5,"R",319093,"R",6,"R",418366
145600,"R",4098,"R",271516094,"R",79,"R",6635876,"Z",0,"Z",0,"R",123,"R",7453543,"R",775,"R",78158275,"R",416,"R",27442489,"R",473,"R",31823788,"R",252,"R",13620833,"R",333,"R",16474543,"R",535,"R",24738651,"Z",0,"Z",0,"R",713,"R",32091083,"R",195,"R",14534526,"R",204,"R",18542487
145619,"R",301,"R",17073668,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1556671,"R",68,"R",6478763,"R",54,"R",3131446,"R",17,"R",1051876,"R",51,"R",2162959,"R",1,"R",55000,"R",20,"R",671018,"Z",0,"Z",0,"R",54,"R",1965935,"Z",0,"Z",0,"Z",0,"Z",0
